#_MJD RANGE DM DMunc nToA chisq
57377.0329984132 1.43186e-05 72.841856988406880891 0.00695507197109758186 10 0.5818 
57384.0917794475 1.38792e-05 72.825978269204321047 0.00741205866996206934 10 0.4381 
57391.0014724532 1.40916e-05 72.842601968713419774 0.00496594589514183331 10 0.4107 
57398.0014701383 1.41317e-05 72.842517803703332416 0.00397897308360201270 9 0.3081 
57405.0115542395 1.3947e-05 72.848960897633975441 0.00884858155821847264 10 1.5636 
57412.0089412589 1.4039e-05 72.84275375567830052 0.01031204646639333547 8 1.1727 
57419.0087668807 1.40613e-05 72.836575605626959262 0.00658460757057799297 9 0.3591 
57426.0121762814 1.40824e-05 72.836643046208581903 0.00923009834383316068 9 0.6120 
57433.0121502541 1.39851e-05 72.820235640747749524 0.00832244535943807255 7 0.3219 
57440.0121346202 1.29282e-05 72.834482186107971487 0.02984875667187578130 5 0.9788 
57446.9601129030 1.41799e-05 72.833357526648026703 0.00495180965858483396 9 0.1917 
57453.9636154884 1.46716e-05 72.843861315766735273 0.00893544698643621883 7 0.2786 
57460.9638063436 1.19446e-05 72.833314186012215845 0.02604299340177784403 5 1.3112 
57467.8802953917 1.42397e-05 72.83962131691470579 0.00993311886738786065 7 0.6499 
57474.8800927827 1.41263e-05 72.83619141410441785 0.01284342871481314839 7 1.1121 
57481.7929386912 1.42172e-05 72.83748479669606659 0.00808385739677749612 9 1.2030 
57488.7929272745 1.4222e-05 72.840348329094478763 0.01180500316331235117 9 1.9266 
57495.7934080113 1.43495e-05 72.851441836969418879 0.00987100998194002759 10 1.3573 
57509.7405123944 1.42101e-05 72.844702520181027983 0.00773078428692703604 9 0.5320 
57516.6438693144 1.44125e-05 72.845219639025038313 0.00650351425214623635 10 1.0009 
57523.6439383383 1.43261e-05 72.824809490900075361 0.00606427628431180366 10 0.8751 
57530.6438392841 1.43492e-05 72.841715902499849053 0.00515151643279986547 10 0.4894 
57537.6425477038 1.43885e-05 72.834481352065339882 0.01034078818036022682 9 1.3153 
57544.6441082993 1.41707e-05 72.822798668188285093 0.01261238101076018851 8 0.7831 
57565.5569707730 1.42712e-05 72.844710693623959438 0.01256181929527655852 8 1.7329 
57572.5573223834 1.42611e-05 72.833361230119871996 0.01465428910400058682 7 1.5988 
57593.5571634052 1.43997e-05 72.81670932223874624 0.01166711997552806294 6 0.4369 
57600.4912992992 1.42839e-05 72.839018568372903201 0.00848176304436316572 8 0.3093 
57607.4911018656 1.44038e-05 72.837470372897437872 0.00972858100795613752 7 0.4334 
57614.4911464668 1.44199e-05 72.824196405348443593 0.00940168341681688231 8 0.5430 
57622.2686927543 1.43077e-05 72.831541951779575281 0.00555826784531570760 9 0.5016 
57636.3105698911 1.43859e-05 72.829010908316160297 0.00952274435607385061 10 1.1844 
57643.3105749079 1.43681e-05 72.84402975791385916 0.00610400994628552615 10 0.4657 
57650.3104710764 1.42683e-05 72.831039129098440854 0.01015024050446771721 8 0.8012 
57657.2664953352 1.44886e-05 72.845381263240662907 0.00701214542530972842 9 0.5427 
57664.2621541917 1.44037e-05 72.846884796829120691 0.00546041931104946938 7 0.2413 
57675.1786011102 1.43116e-05 72.832930856966451777 0.00797832271984459315 9 0.8240 
57682.1784760135 1.43902e-05 72.838838109351446717 0.00764396115754715361 10 0.7843 
57689.1784598822 1.44358e-05 72.845265976992160023 0.00883135574191884834 9 1.0948 
57699.0674766829 1.41497e-05 72.840711388819487378 0.00499859719275974786 9 0.3972 
57706.0641115696 1.41934e-05 72.849325820029337777 0.01525267302442881098 7 1.4933 
57713.0641402442 1.42786e-05 72.838806839539473055 0.00889241314676667005 9 1.0701 
57720.0709589218 1.44165e-05 72.832563646566601853 0.00679866414369431713 10 0.5399 
57748.0713177675 1.40401e-05 72.844622092888923551 0.01073433460966778143 7 0.4259 
57755.0642946984 1.41786e-05 72.846415712080907531 0.01131205419218164060 9 0.5658 
57762.0090788106 1.41992e-05 72.820236369402510414 0.02253202366439343782 7 1.3986 
57769.0088793276 1.4095e-05 72.824635210033483397 0.01394820565158922526 7 0.6502 
57782.9638356023 1.42041e-05 72.837880146239675813 0.01238622876534444493 7 0.5834 
57796.9637106323 1.41738e-05 72.837378663852199667 0.01179856315387633331 5 0.3298 
57816.8838337238 1.4216e-05 72.826764805984907251 0.01358196585557983234 8 0.7293 
57831.8833874643 1.28283e-05 72.852867483878368624 0.03272016199377889706 5 0.9843 
57845.7963352655 1.42741e-05 72.831425538014863852 0.00827077229430942321 7 0.3200 
57859.7964551436 1.42016e-05 72.861206121570187388 0.01373207773716267344 5 0.2954 
57887.6437367491 1.43525e-05 72.837734906403408024 0.01415199560681133610 6 0.5350 
57894.6436844919 1.44008e-05 72.828693493753824888 0.02229938934793822269 4 0.4115 
57901.6436247976 1.42703e-05 72.842811684727761509 0.01821807453992338802 6 0.7972 
57908.6435868672 1.42808e-05 72.840226517570467381 0.01818423680894524705 4 0.5910 
57929.5566300506 1.10037e-05 72.825754616107274686 0.01667359449143103814 5 0.4106 
57936.5568610226 1.43026e-05 72.831218328721986088 0.03150281039235179603 4 0.8975 
57970.4900628801 1.41219e-05 72.853679592486748122 0.01063862415595656641 7 0.2633 
57985.4245142387 1.43596e-05 72.873494902504998921 0.02665829409781881459 5 0.9562 
57992.4246104836 1.27514e-05 72.811126543210115576 0.02206741573295453035 5 0.3099 
58000.2480008856 1.43179e-05 72.833986481754692796 0.00905162629079653454 8 0.3503 
58007.2480099492 1.43244e-05 72.847907067660054303 0.00661274385922071013 7 0.1122 
58014.2481052010 1.44591e-05 72.85474089465688504 0.01503016932950948167 6 0.9877 
58028.2477718714 1.43713e-05 72.829751503299114804 0.01618302958078613948 5 0.5617 
58035.2478900605 1.43088e-05 72.825603761829008007 0.01399672957295932871 6 0.3570 
58049.1817999787 1.44891e-05 72.840085811296152479 0.01001465955486351492 8 0.5050 
58070.1816652794 1.41072e-05 72.845675930944576743 0.01101475508902528475 10 0.5112 
58084.1160135276 1.43137e-05 72.839870597272403464 0.00576953952851382533 7 0.0964 
58091.1157254861 1.28072e-05 72.839727925279647652 0.00920266033014490413 7 0.2785 
58098.1155175799 1.40006e-05 72.848950818985142505 0.01154287059701181520 6 0.3507 
58105.1156267608 1.41571e-05 72.827022744093757582 0.00753478451799888694 6 0.1675 
58119.0497794027 1.41569e-05 72.838103280321199996 0.01176830142200106961 7 0.4098 
58126.0498150689 1.4187e-05 72.865258717508292446 0.01257255928195863404 6 0.4426 
58139.9941973122 1.17717e-05 72.875119648605327816 0.03544857852963220063 4 0.4948 
58146.9942003015 1.41546e-05 72.83622005198763931 0.00733967131145119196 6 0.1000 
58160.9488278089 1.41527e-05 72.83675478809985479 0.02211727250479310694 6 0.7091 
58174.8833013956 1.27103e-05 72.84201065432183176 0.01198443031729237718 5 0.2834 
58181.8839672242 1.4248e-05 72.843703523896628046 0.00996408527322328180 4 0.2056 
58188.8832009123 1.28829e-05 72.841550346740453023 0.03266372669210670238 6 0.6558 
58209.7964844662 1.42775e-05 72.834119077268337998 0.01279661708691015240 6 0.2937 
58216.7962865364 1.42606e-05 72.849800002515576115 0.02627397334477505481 6 1.5356 
58471.0083732700 1.0441e-05 72.845505212954257977 0.01900262466629424468 4 0.1843 
58513.0188237704 1.40839e-05 72.828823329613760047 0.00946260981332354249 6 0.1841 
58519.9008210682 1.439e-05 72.846981755130493591 0.01070932723233471856 6 0.3016 
58540.6921722253 1.43625e-05 72.847859892531042679 0.00871331347307397440 8 0.3273 
58547.6923126664 1.4354e-05 72.829400602205536373 0.01702635154795908295 7 1.7067 
58554.6816651511 4.91221e-06 72.838364612614535036 0.01563713746434987686 4 0.3855 
58561.6491861045 1.44499e-05 72.853119674141685075 0.01142281292987031537 9 0.8194 
58610.5858248763 1.41974e-05 72.837178206569736093 0.01359788203734870610 6 0.7031 
58631.5021418445 1.31229e-05 72.845179299292341028 0.00627262281763484551 8 0.1482 
