# simulations contain red noise only, the white noise is added as a constant
# white noise level: 2.8310186095e-06
# model DDM(tau = 1d) = 2.02e-11
#_tau D_DM sig(D_DM) n_pair sim sim_low sim_up
7.00 1.70998e-06 4.76130e-07 62 2.83155e-06 2.83144e-06 2.83173e-06
8.40 2.78293e-06 5.23546e-07 76 2.83174e-06 2.83158e-06 2.83195e-06
10.08 2.89610e-06 1.08235e-06 27 2.83198e-06 2.83159e-06 2.83265e-06
12.10 4.00135e-06 6.70958e-07 74 2.83246e-06 2.83212e-06 2.83293e-06
14.52 3.13637e-06 4.47220e-07 123 2.83281e-06 2.83240e-06 2.83347e-06
17.42 2.77360e-06 5.35999e-07 67 2.83345e-06 2.83281e-06 2.83442e-06
20.90 2.80957e-06 3.41649e-07 175 2.83439e-06 2.83352e-06 2.83568e-06
25.08 3.04738e-06 4.52781e-07 112 2.83565e-06 2.83436e-06 2.83771e-06
30.10 2.67995e-06 3.34741e-07 188 2.83690e-06 2.83528e-06 2.83949e-06
36.12 2.75241e-06 3.34223e-07 198 2.83894e-06 2.83675e-06 2.84275e-06
43.34 2.25539e-06 2.57928e-07 254 2.84165e-06 2.83847e-06 2.84716e-06
52.01 2.79248e-06 2.41994e-07 367 2.84592e-06 2.84138e-06 2.85377e-06
62.41 3.11847e-06 2.84736e-07 308 2.85115e-06 2.84460e-06 2.86230e-06
74.90 3.16231e-06 2.38820e-07 457 2.85702e-06 2.84841e-06 2.87243e-06
89.87 2.97252e-06 2.08603e-07 542 2.86621e-06 2.85374e-06 2.88816e-06
107.85 2.97205e-06 1.98235e-07 583 2.87826e-06 2.86065e-06 2.90951e-06
129.42 2.97129e-06 1.74162e-07 787 2.89415e-06 2.86942e-06 2.94061e-06
155.30 3.12372e-06 1.69738e-07 860 2.91533e-06 2.88086e-06 2.98205e-06
186.36 3.15153e-06 1.56924e-07 987 2.94418e-06 2.89443e-06 3.03933e-06
223.64 3.22492e-06 1.49413e-07 1175 2.98058e-06 2.91257e-06 3.11305e-06
268.36 3.10984e-06 1.33079e-07 1355 3.02907e-06 2.93062e-06 3.22058e-06
322.04 2.96501e-06 1.20500e-07 1550 3.09414e-06 2.95108e-06 3.37706e-06
386.44 2.98978e-06 1.13987e-07 1783 3.17339e-06 2.98044e-06 3.59275e-06
463.73 3.05754e-06 1.09390e-07 2060 3.28089e-06 3.01088e-06 3.88833e-06
556.48 3.50946e-06 1.13857e-07 2254 3.41626e-06 3.04064e-06 4.28535e-06
667.77 3.88167e-06 1.17729e-07 2444 3.58613e-06 3.05768e-06 4.88408e-06
801.33 4.06273e-06 1.18329e-07 2736 3.76584e-06 3.09211e-06 5.67500e-06
961.59 4.90292e-06 1.39918e-07 2813 4.01823e-06 3.10971e-06 6.83123e-06
1153.91 5.35300e-06 1.56325e-07 2775 4.34132e-06 3.10938e-06 8.33354e-06
1384.70 5.96588e-06 1.94780e-07 2394 4.79751e-06 3.09886e-06 1.02814e-05
1661.63 8.57618e-06 3.99805e-07 1068 5.42123e-06 3.13038e-06 1.24820e-05
