# simulations contain red noise only, the white noise is added as a constant
# white noise level: 4.2053960377e-03
# model DDM(tau = 1d) = 1.96e-08
#_tau D_DM sig(D_DM) n_pair sim sim_low sim_up
7.00 3.60616e-03 9.81491e-04 47 4.20592e-03 4.20577e-03 4.20612e-03
8.40 5.70005e-03 1.38992e-03 39 4.20606e-03 4.20587e-03 4.20633e-03
10.08 2.51309e-03 3.86995e-03 6 4.20626e-03 4.20578e-03 4.20720e-03
12.10 3.76456e-03 1.11606e-03 42 4.20685e-03 4.20643e-03 4.20749e-03
14.52 3.04563e-03 7.68670e-04 63 4.20718e-03 4.20667e-03 4.20788e-03
17.42 4.20938e-03 1.55797e-03 27 4.20782e-03 4.20702e-03 4.20908e-03
20.90 4.55944e-03 7.98172e-04 97 4.20873e-03 4.20777e-03 4.21022e-03
25.08 4.74505e-03 1.13269e-03 56 4.21008e-03 4.20871e-03 4.21234e-03
30.10 3.46505e-03 7.57637e-04 89 4.21115e-03 4.20935e-03 4.21403e-03
36.12 3.67713e-03 6.95127e-04 108 4.21314e-03 4.21069e-03 4.21730e-03
43.34 5.27809e-03 7.70016e-04 130 4.21590e-03 4.21252e-03 4.22163e-03
52.01 3.58411e-03 4.89480e-04 207 4.22004e-03 4.21506e-03 4.22924e-03
62.41 4.55016e-03 6.59913e-04 149 4.22487e-03 4.21773e-03 4.23776e-03
74.90 5.06576e-03 5.20940e-04 247 4.23060e-03 4.22115e-03 4.24796e-03
89.87 4.39478e-03 4.52901e-04 303 4.24002e-03 4.22614e-03 4.26598e-03
107.85 4.80660e-03 4.68425e-04 311 4.25092e-03 4.23206e-03 4.28893e-03
129.42 4.55376e-03 3.80532e-04 437 4.26693e-03 4.24050e-03 4.32125e-03
155.30 4.28026e-03 3.59571e-04 449 4.28738e-03 4.24911e-03 4.36591e-03
186.36 4.81645e-03 3.52941e-04 536 4.31302e-03 4.26102e-03 4.41995e-03
223.64 4.90641e-03 3.26424e-04 621 4.34673e-03 4.27241e-03 4.50017e-03
268.36 4.35136e-03 2.90876e-04 705 4.38768e-03 4.28554e-03 4.61651e-03
322.04 4.41637e-03 2.70200e-04 822 4.44106e-03 4.29959e-03 4.77427e-03
386.44 4.76072e-03 2.66159e-04 912 4.50711e-03 4.31097e-03 5.00017e-03
463.73 5.57632e-03 2.79852e-04 996 4.58940e-03 4.32369e-03 5.28758e-03
556.48 5.08705e-03 2.54069e-04 1091 4.68195e-03 4.33114e-03 5.70161e-03
667.77 4.71286e-03 2.51812e-04 1087 4.80993e-03 4.33532e-03 6.26283e-03
801.33 4.73549e-03 2.62643e-04 1024 4.95470e-03 4.33895e-03 7.08618e-03
961.59 5.22811e-03 3.23594e-04 834 5.21440e-03 4.34903e-03 8.02641e-03
1153.91 6.67342e-03 5.43459e-04 411 5.42371e-03 4.33564e-03 9.38474e-03
