# simulations contain red noise only, the white noise is added as a constant
# white noise level: 3.5614870243e-08
# model DDM(tau = 1d) = 3.21e-11
#_tau D_DM sig(D_DM) n_pair sim sim_low sim_up
7.00 3.35779e-08 8.37495e-09 45 3.64551e-08 3.62523e-08 3.67399e-08
8.40 5.09890e-08 8.52111e-09 67 3.67663e-08 3.64940e-08 3.71617e-08
10.08 2.32370e-08 2.22148e-08 6 3.70622e-08 3.63207e-08 3.84271e-08
12.10 4.29851e-08 7.89115e-09 62 3.79126e-08 3.73625e-08 3.87949e-08
14.52 4.53544e-08 7.40895e-09 88 3.84704e-08 3.77697e-08 3.95550e-08
17.42 3.36368e-08 8.75427e-09 47 3.93969e-08 3.83534e-08 4.10495e-08
20.90 4.55077e-08 5.94114e-09 140 4.10725e-08 3.96763e-08 4.32455e-08
25.08 6.00628e-08 8.52146e-09 78 4.30718e-08 4.09784e-08 4.62498e-08
30.10 5.86556e-08 6.25626e-09 150 4.50820e-08 4.24258e-08 4.90216e-08
36.12 5.85022e-08 6.02588e-09 162 4.83966e-08 4.48520e-08 5.45920e-08
43.34 8.92431e-08 6.83917e-09 195 5.27189e-08 4.78971e-08 6.12669e-08
52.01 8.05907e-08 5.28553e-09 308 5.95423e-08 5.22026e-08 7.24176e-08
62.41 1.13388e-07 7.19312e-09 236 6.74373e-08 5.73969e-08 8.65260e-08
74.90 1.18395e-07 5.94368e-09 345 7.66321e-08 6.36817e-08 1.04002e-07
89.87 1.28251e-07 5.56222e-09 432 9.25346e-08 7.27137e-08 1.30196e-07
107.85 1.65928e-07 6.10680e-09 464 1.11173e-07 8.39081e-08 1.64932e-07
129.42 2.26051e-07 6.07139e-09 618 1.38651e-07 9.83703e-08 2.14377e-07
155.30 2.58338e-07 6.23414e-09 676 1.73782e-07 1.17372e-07 2.85094e-07
186.36 3.05799e-07 6.34780e-09 785 2.15398e-07 1.38706e-07 3.76089e-07
223.64 3.17444e-07 6.16124e-09 925 2.73924e-07 1.67862e-07 5.01097e-07
268.36 3.29947e-07 5.61503e-09 1067 3.50857e-07 1.98698e-07 6.79599e-07
322.04 3.02269e-07 4.92753e-09 1291 4.56758e-07 2.35961e-07 9.26850e-07
386.44 2.89071e-07 4.56950e-09 1453 5.85720e-07 2.70470e-07 1.25627e-06
463.73 3.03992e-07 4.39021e-09 1669 7.48353e-07 3.17453e-07 1.72639e-06
556.48 3.86143e-07 4.61941e-09 1891 9.72006e-07 3.62320e-07 2.40401e-06
667.77 5.09462e-07 5.12230e-09 2049 1.23434e-06 3.95043e-07 3.35651e-06
801.33 5.89212e-07 5.45352e-09 2141 1.50306e-06 4.48159e-07 4.58690e-06
961.59 5.70282e-07 5.43874e-09 2186 1.87042e-06 5.13232e-07 6.45776e-06
1153.91 6.75705e-07 6.29071e-09 1960 2.37203e-06 4.90596e-07 8.64601e-06
1384.70 4.24911e-07 5.77293e-09 1599 3.13248e-06 4.90802e-07 1.09555e-05
1661.63 1.76999e-07 7.81795e-09 619 4.08744e-06 4.58271e-07 1.42574e-05
