# simulations contain red noise only, the white noise is added as a constant
# white noise level: 4.7872918183e-06
# model DDM(tau = 1d) = 1.54e-10
#_tau D_DM sig(D_DM) n_pair sim sim_low sim_up
7.00 4.03072e-06 8.20865e-07 78 4.79128e-06 4.79036e-06 4.79282e-06
8.40 4.62003e-06 7.76838e-07 89 4.79265e-06 4.79146e-06 4.79470e-06
10.08 3.65326e-06 1.20060e-06 27 4.79465e-06 4.79150e-06 4.79994e-06
12.10 4.90857e-06 8.35354e-07 87 4.79840e-06 4.79545e-06 4.80287e-06
14.52 4.57092e-06 6.20930e-07 151 4.80076e-06 4.79761e-06 4.80641e-06
17.42 4.52729e-06 8.24181e-07 78 4.80658e-06 4.80124e-06 4.81517e-06
20.90 4.73727e-06 5.71208e-07 181 4.81280e-06 4.80595e-06 4.82502e-06
25.08 4.60776e-06 6.68789e-07 129 4.82292e-06 4.81256e-06 4.83941e-06
30.10 5.06131e-06 5.64117e-07 204 4.83198e-06 4.81939e-06 4.85487e-06
36.12 5.04957e-06 5.25447e-07 223 4.84799e-06 4.82930e-06 4.87971e-06
43.34 5.66569e-06 4.97206e-07 279 4.86913e-06 4.84284e-06 4.91817e-06
52.01 5.77783e-06 4.09821e-07 418 4.90123e-06 4.86355e-06 4.97461e-06
62.41 5.62402e-06 4.60721e-07 319 4.93986e-06 4.88604e-06 5.03994e-06
74.90 6.35125e-06 3.85777e-07 500 4.98801e-06 4.91619e-06 5.12743e-06
89.87 5.47844e-06 3.30472e-07 562 5.06004e-06 4.95906e-06 5.26198e-06
107.85 4.92627e-06 3.10834e-07 555 5.15026e-06 5.00600e-06 5.43946e-06
129.42 4.66176e-06 2.56661e-07 796 5.27053e-06 5.07160e-06 5.69259e-06
155.30 5.24450e-06 2.61646e-07 897 5.43702e-06 5.15278e-06 6.03061e-06
186.36 5.51480e-06 2.52259e-07 1001 5.66144e-06 5.25116e-06 6.50647e-06
223.64 6.42994e-06 2.51050e-07 1233 5.94107e-06 5.37366e-06 7.11995e-06
268.36 6.29815e-06 2.31821e-07 1366 6.33525e-06 5.53101e-06 8.05039e-06
322.04 6.41825e-06 2.22782e-07 1453 6.82882e-06 5.72145e-06 9.38202e-06
386.44 8.12327e-06 2.36368e-07 1629 7.48478e-06 5.87089e-06 1.11776e-05
463.73 8.41185e-06 2.29567e-07 1858 8.38247e-06 6.05291e-06 1.37453e-05
556.48 1.05635e-05 2.39084e-07 2191 9.58793e-06 6.32801e-06 1.73133e-05
667.77 1.25547e-05 2.43172e-07 2565 1.08185e-05 6.65516e-06 2.20161e-05
801.33 1.45082e-05 2.45280e-07 2864 1.23466e-05 6.86309e-06 2.75849e-05
961.59 1.67968e-05 2.60677e-07 2920 1.42627e-05 6.99484e-06 3.65123e-05
1153.91 2.34338e-05 3.25825e-07 2870 1.71662e-05 7.03410e-06 4.88122e-05
1384.70 3.94027e-05 4.87630e-07 3165 2.04218e-05 7.05307e-06 6.61837e-05
1661.63 5.14144e-05 8.15690e-07 1910 2.51061e-05 7.38274e-06 8.55037e-05
