# simulations contain red noise only, the white noise is added as a constant
# white noise level: 1.3169234884e-06
# model DDM(tau = 1d) = 4.24e-10
#_tau D_DM sig(D_DM) n_pair sim sim_low sim_up
7.00 1.01068e-06 1.95770e-07 64 1.32839e-06 1.32568e-06 1.33216e-06
8.40 8.83250e-07 2.16998e-07 41 1.33250e-06 1.32865e-06 1.33806e-06
10.08 2.90430e-06 1.28319e-06 5 1.33689e-06 1.32668e-06 1.35545e-06
12.10 1.40869e-06 3.05993e-07 39 1.34837e-06 1.34014e-06 1.36137e-06
14.52 1.14620e-06 1.66339e-07 102 1.35569e-06 1.34605e-06 1.37031e-06
17.42 9.19478e-07 3.27002e-07 20 1.36930e-06 1.35188e-06 1.39948e-06
20.90 1.33084e-06 1.71008e-07 118 1.38829e-06 1.36935e-06 1.42006e-06
25.08 1.06428e-06 1.99812e-07 61 1.41575e-06 1.38783e-06 1.46519e-06
30.10 1.63664e-06 1.93396e-07 110 1.43899e-06 1.40406e-06 1.49560e-06
36.12 1.57034e-06 1.73092e-07 136 1.48640e-06 1.43511e-06 1.57215e-06
43.34 2.06932e-06 1.90077e-07 147 1.54356e-06 1.47297e-06 1.66545e-06
52.01 1.64034e-06 1.31260e-07 244 1.63260e-06 1.52766e-06 1.82204e-06
62.41 1.96031e-06 1.74081e-07 170 1.74240e-06 1.58848e-06 1.99360e-06
74.90 2.90208e-06 1.69156e-07 260 1.86868e-06 1.65664e-06 2.21625e-06
89.87 3.49083e-06 1.65281e-07 329 2.04938e-06 1.76191e-06 2.58935e-06
107.85 3.81937e-06 1.69745e-07 348 2.29943e-06 1.87993e-06 3.05451e-06
129.42 3.65621e-06 1.44212e-07 469 2.61659e-06 2.02942e-06 3.73916e-06
155.30 4.13064e-06 1.46173e-07 495 3.09222e-06 2.20076e-06 4.68671e-06
186.36 4.24502e-06 1.37034e-07 559 3.59188e-06 2.40530e-06 5.96386e-06
223.64 4.87316e-06 1.38952e-07 620 4.26810e-06 2.66262e-06 7.64987e-06
268.36 5.40815e-06 1.36795e-07 728 5.13257e-06 2.96496e-06 1.00883e-05
322.04 6.15213e-06 1.30441e-07 917 6.29074e-06 3.44141e-06 1.32625e-05
386.44 9.85872e-06 1.51660e-07 1074 7.99490e-06 4.10058e-06 1.77468e-05
463.73 1.48727e-05 1.74436e-07 1259 1.01037e-05 4.74835e-06 2.35271e-05
556.48 1.44031e-05 1.58446e-07 1445 1.24286e-05 5.41379e-06 3.13701e-05
667.77 1.45594e-05 1.63593e-07 1482 1.51876e-05 6.05893e-06 4.31069e-05
801.33 1.61431e-05 1.78988e-07 1436 1.90514e-05 6.69900e-06 5.91274e-05
961.59 1.16809e-05 1.56859e-07 1373 2.34452e-05 7.12635e-06 7.99643e-05
1153.91 1.48779e-05 1.86019e-07 1230 2.82397e-05 7.54313e-06 1.09313e-04
1384.70 3.42057e-05 4.34904e-07 485 3.51183e-05 7.88847e-06 1.50195e-04
1661.63 6.67018e-05 6.72545e-07 441 4.74916e-05 6.85412e-06 2.09877e-04
