# simulations contain red noise only, the white noise is added as a constant
# white noise level: 7.2235373977e-08
# model DDM(tau = 1d) = 8.62e-10
#_tau D_DM sig(D_DM) n_pair sim sim_low sim_up
7.00 1.52728e-07 3.56509e-08 33 9.43825e-08 8.85988e-08 1.03478e-07
8.40 1.17714e-07 3.47415e-08 26 1.03563e-07 9.47704e-08 1.17624e-07
10.08 6.14689e-08 5.20121e-08 7 1.12605e-07 9.17884e-08 1.46537e-07
12.10 1.27300e-07 3.26177e-08 40 1.33634e-07 1.14851e-07 1.61842e-07
14.52 1.56413e-07 2.66192e-08 55 1.49405e-07 1.26741e-07 1.84409e-07
17.42 2.67419e-07 5.18665e-08 27 1.76694e-07 1.39097e-07 2.32506e-07
20.90 2.69095e-07 3.20926e-08 72 2.16241e-07 1.68817e-07 2.82543e-07
25.08 2.96604e-07 4.00111e-08 52 2.68051e-07 2.04976e-07 3.63935e-07
30.10 3.16077e-07 3.13136e-08 82 3.21629e-07 2.32303e-07 4.49139e-07
36.12 5.18230e-07 4.01510e-08 89 4.19545e-07 2.96398e-07 5.88407e-07
43.34 7.00809e-07 4.11329e-08 121 5.33930e-07 3.55451e-07 7.81823e-07
52.01 8.59132e-07 3.83958e-08 168 7.22797e-07 4.54469e-07 1.08895e-06
62.41 1.21796e-06 5.35421e-08 136 9.43164e-07 5.53417e-07 1.45665e-06
74.90 1.60761e-06 4.98843e-08 203 1.21293e-06 6.69412e-07 1.93546e-06
89.87 1.92631e-06 4.88840e-08 247 1.62148e-06 8.46096e-07 2.69394e-06
107.85 2.02125e-06 4.88979e-08 266 2.10757e-06 1.04724e-06 3.68913e-06
129.42 2.45703e-06 4.61222e-08 342 2.76066e-06 1.30845e-06 5.07372e-06
155.30 2.64617e-06 4.58993e-08 368 3.60244e-06 1.62111e-06 6.90379e-06
186.36 3.08677e-06 4.68689e-08 427 4.62932e-06 1.87002e-06 9.42841e-06
223.64 3.80488e-06 4.88405e-08 503 6.01584e-06 2.21979e-06 1.29565e-05
268.36 6.01316e-06 5.68617e-08 557 7.47271e-06 2.54748e-06 1.77256e-05
322.04 8.27594e-06 6.47713e-08 641 9.66850e-06 2.81835e-06 2.48240e-05
386.44 7.98131e-06 6.21275e-08 661 1.21637e-05 3.03352e-06 3.47471e-05
463.73 5.41275e-06 4.81863e-08 693 1.53450e-05 2.88692e-06 4.76037e-05
556.48 4.14997e-06 4.07971e-08 735 1.90169e-05 2.87525e-06 6.41058e-05
667.77 2.20452e-06 3.00687e-08 671 2.30393e-05 3.35054e-06 8.82948e-05
801.33 2.45814e-06 3.99459e-08 449 2.89258e-05 3.77711e-06 1.22102e-04
961.59 3.77110e-06 8.71109e-08 155 3.49755e-05 2.87303e-06 1.60393e-04
