# simulations contain red noise only, the white noise is added as a constant
# white noise level: 1.1359957144e-06
# model DDM(tau = 1d) = 2.89e-09
#_tau D_DM sig(D_DM) n_pair sim sim_low sim_up
7.00 1.32453e-06 3.05946e-07 69 1.21318e-06 1.19380e-06 1.23919e-06
8.40 1.23106e-06 2.59344e-07 82 1.23965e-06 1.21701e-06 1.27414e-06
10.08 9.18390e-07 4.46176e-07 16 1.28028e-06 1.22080e-06 1.37184e-06
12.10 1.46273e-06 2.95052e-07 75 1.34852e-06 1.29524e-06 1.42292e-06
14.52 1.55143e-06 2.27217e-07 129 1.39730e-06 1.33904e-06 1.49429e-06
17.42 1.32241e-06 2.95139e-07 61 1.49705e-06 1.39983e-06 1.65744e-06
20.90 1.92805e-06 2.21533e-07 169 1.62256e-06 1.50105e-06 1.83237e-06
25.08 2.14387e-06 2.88937e-07 113 1.80120e-06 1.63597e-06 2.10117e-06
30.10 2.38643e-06 2.46030e-07 173 1.97666e-06 1.75644e-06 2.38415e-06
36.12 2.49749e-06 2.32884e-07 205 2.26708e-06 1.96094e-06 2.84187e-06
43.34 2.98627e-06 2.21557e-07 255 2.65582e-06 2.22248e-06 3.45268e-06
52.01 3.55257e-06 2.02769e-07 362 3.26858e-06 2.61230e-06 4.42536e-06
62.41 4.30312e-06 2.48274e-07 293 3.99813e-06 3.08614e-06 5.63563e-06
74.90 5.04440e-06 2.21825e-07 441 4.86608e-06 3.60315e-06 7.20538e-06
89.87 6.34630e-06 2.22694e-07 536 6.12553e-06 4.40658e-06 9.37105e-06
107.85 7.75804e-06 2.41798e-07 576 7.80494e-06 5.33663e-06 1.24746e-05
129.42 1.13886e-05 2.53330e-07 753 1.01058e-05 6.66807e-06 1.67091e-05
155.30 1.64982e-05 2.85609e-07 841 1.32756e-05 8.18174e-06 2.24045e-05
186.36 1.95124e-05 2.93654e-07 994 1.73350e-05 1.03544e-05 3.01354e-05
223.64 2.48004e-05 3.08340e-07 1122 2.24836e-05 1.24871e-05 4.12052e-05
268.36 3.32061e-05 3.24229e-07 1335 2.85476e-05 1.51726e-05 5.47368e-05
322.04 4.34465e-05 3.51380e-07 1505 3.75975e-05 1.85570e-05 7.58020e-05
386.44 5.19878e-05 3.65891e-07 1714 4.94057e-05 2.19678e-05 1.06207e-04
463.73 6.74651e-05 4.02857e-07 1869 6.24364e-05 2.63958e-05 1.47629e-04
556.48 8.11360e-05 4.13704e-07 2190 7.99342e-05 3.11152e-05 2.00405e-04
667.77 8.80382e-05 4.21029e-07 2355 1.00978e-04 3.69324e-05 2.77174e-04
801.33 9.68328e-05 4.47162e-07 2567 1.23144e-04 4.03706e-05 3.77507e-04
961.59 1.05057e-04 4.84825e-07 2709 1.51609e-04 4.50706e-05 5.17217e-04
1153.91 1.34774e-04 6.66691e-07 2674 1.88743e-04 4.76818e-05 7.17076e-04
1384.70 2.14817e-04 1.22746e-06 2442 2.40274e-04 4.09273e-05 1.01248e-03
1661.63 1.65703e-04 1.99027e-06 1060 2.98415e-04 4.44341e-05 1.25376e-03
