# simulations contain red noise only, the white noise is added as a constant
# white noise level: 5.4768744169e-06
# model DDM(tau = 1d) = 2.49e-10
#_tau D_DM sig(D_DM) n_pair sim sim_low sim_up
7.00 1.08804e-05 3.60451e-06 14 5.48377e-06 5.48115e-06 5.48789e-06
8.40 5.09912e-06 1.84008e-06 24 5.48622e-06 5.48337e-06 5.49117e-06
10.08 3.46028e-06 3.27220e-06 5 5.48732e-06 5.47989e-06 5.50356e-06
12.10 4.36448e-06 1.99159e-06 18 5.49492e-06 5.48820e-06 5.50652e-06
14.52 3.52878e-06 1.29938e-06 35 5.50022e-06 5.49268e-06 5.51267e-06
17.42 3.40760e-06 2.45608e-06 12 5.50882e-06 5.49468e-06 5.53137e-06
20.90 6.46031e-06 1.57766e-06 42 5.52017e-06 5.50483e-06 5.54589e-06
25.08 4.58914e-06 1.76390e-06 25 5.53551e-06 5.51175e-06 5.57430e-06
30.10 5.78380e-06 1.47424e-06 40 5.55264e-06 5.52531e-06 5.59999e-06
36.12 6.11164e-06 1.49020e-06 42 5.57625e-06 5.53746e-06 5.64647e-06
43.34 5.92225e-06 1.27044e-06 62 5.61301e-06 5.55932e-06 5.70255e-06
52.01 5.73449e-06 9.90388e-07 93 5.65915e-06 5.58135e-06 5.80306e-06
62.41 5.77427e-06 1.22042e-06 69 5.71826e-06 5.60852e-06 5.92500e-06
74.90 5.91071e-06 9.74037e-07 111 5.79191e-06 5.63902e-06 6.07269e-06
89.87 6.43504e-06 9.50078e-07 123 5.88703e-06 5.68488e-06 6.31639e-06
107.85 6.86060e-06 9.53068e-07 136 6.01721e-06 5.74311e-06 6.62218e-06
129.42 5.60911e-06 7.52227e-07 178 6.18424e-06 5.79577e-06 7.08605e-06
155.30 5.09158e-06 7.05477e-07 184 6.38527e-06 5.87424e-06 7.67860e-06
186.36 5.83237e-06 7.04628e-07 209 6.62895e-06 5.94168e-06 8.54642e-06
223.64 5.20604e-06 6.04257e-07 239 6.95737e-06 5.99579e-06 9.67079e-06
268.36 5.57708e-06 5.77217e-07 268 7.39571e-06 6.04170e-06 1.11022e-05
322.04 5.38527e-06 5.73406e-07 268 7.91570e-06 6.10782e-06 1.32670e-05
386.44 4.80794e-06 5.89288e-07 248 8.50792e-06 6.16385e-06 1.61413e-05
463.73 5.42260e-06 7.54766e-07 201 9.28520e-06 6.16925e-06 2.02504e-05
556.48 3.90145e-06 6.90941e-07 140 1.04211e-05 6.06899e-06 2.55129e-05
667.77 5.35016e-06 1.38988e-06 42 1.13526e-05 6.09895e-06 3.15842e-05
