# simulations contain red noise only, the white noise is added as a constant
# white noise level: 3.2660498901e-05
# model DDM(tau = 1d) = 8.83e-09
#_tau D_DM sig(D_DM) n_pair sim sim_low sim_up
7.00 2.10994e-05 4.77393e-06 66 3.28937e-05 3.28427e-05 3.29679e-05
8.40 2.67616e-05 5.75869e-06 55 3.29720e-05 3.28942e-05 3.30726e-05
10.08 1.80691e-05 1.22531e-05 8 3.30945e-05 3.28789e-05 3.34566e-05
12.10 2.83302e-05 6.08282e-06 51 3.33115e-05 3.31561e-05 3.35372e-05
14.52 2.77507e-05 4.12397e-06 107 3.34603e-05 3.32691e-05 3.37468e-05
17.42 5.97694e-05 1.22551e-05 27 3.37490e-05 3.34159e-05 3.42606e-05
20.90 3.59705e-05 4.13601e-06 146 3.41412e-05 3.37846e-05 3.47555e-05
25.08 3.49549e-05 6.05359e-06 67 3.47681e-05 3.41899e-05 3.56563e-05
30.10 4.30458e-05 4.95109e-06 127 3.51617e-05 3.44885e-05 3.62901e-05
36.12 6.07128e-05 5.25785e-06 163 3.61377e-05 3.51829e-05 3.77179e-05
43.34 5.76630e-05 4.84300e-06 179 3.73136e-05 3.59847e-05 3.97078e-05
52.01 6.64798e-05 4.07855e-06 288 3.91520e-05 3.71793e-05 4.28453e-05
62.41 7.72477e-05 5.34742e-06 199 4.12642e-05 3.85227e-05 4.65786e-05
74.90 7.36996e-05 4.06803e-06 326 4.39573e-05 4.01232e-05 5.11343e-05
89.87 8.42544e-05 4.01760e-06 388 4.79275e-05 4.24004e-05 5.85736e-05
107.85 8.47496e-05 3.91355e-06 422 5.30595e-05 4.51882e-05 6.83618e-05
129.42 9.78420e-05 3.62168e-06 565 6.02748e-05 4.89724e-05 8.19189e-05
155.30 1.00238e-04 3.47641e-06 630 6.98147e-05 5.31997e-05 1.00339e-04
186.36 1.18739e-04 3.61726e-06 733 8.17000e-05 5.87324e-05 1.24601e-04
223.64 1.41894e-04 3.70762e-06 854 9.69131e-05 6.54130e-05 1.59084e-04
268.36 1.53540e-04 3.51609e-06 1012 1.18522e-04 7.32106e-05 2.08742e-04
322.04 1.51295e-04 3.12233e-06 1230 1.43412e-04 8.32998e-05 2.74727e-04
386.44 1.66434e-04 3.02189e-06 1389 1.77146e-04 9.36573e-05 3.63738e-04
463.73 2.09758e-04 3.17536e-06 1598 2.16876e-04 1.06390e-04 4.88625e-04
556.48 2.29635e-04 3.13267e-06 1850 2.75102e-04 1.20372e-04 6.72392e-04
667.77 2.08108e-04 2.84497e-06 1989 3.36039e-04 1.29955e-04 9.02922e-04
801.33 1.99638e-04 2.75612e-06 2079 4.37019e-04 1.43311e-04 1.20503e-03
961.59 2.04895e-04 2.73263e-06 2039 5.47141e-04 1.60233e-04 1.66230e-03
1153.91 1.87668e-04 2.72827e-06 1776 6.84427e-04 1.73092e-04 2.23167e-03
1384.70 1.09527e-04 2.38057e-06 1349 8.37379e-04 1.59490e-04 3.10081e-03
1661.63 6.63700e-05 2.48901e-06 742 1.04387e-03 1.48322e-04 4.00720e-03
