# simulations contain red noise only, the white noise is added as a constant
# white noise level: 8.1576163557e-05
# model DDM(tau = 1d) = 4.44e-10
#_tau D_DM sig(D_DM) n_pair sim sim_low sim_up
7.00 9.73530e-05 2.11956e-05 69 8.15878e-05 8.15849e-05 8.15920e-05
8.40 6.62520e-05 1.70238e-05 57 8.15924e-05 8.15882e-05 8.15980e-05
10.08 1.15873e-04 6.99812e-05 10 8.15964e-05 8.15881e-05 8.16116e-05
12.10 7.45452e-05 1.62363e-05 61 8.16075e-05 8.15996e-05 8.16191e-05
14.52 8.42607e-05 1.59387e-05 101 8.16159e-05 8.16061e-05 8.16320e-05
17.42 7.68206e-05 1.88450e-05 67 8.16302e-05 8.16139e-05 8.16575e-05
20.90 6.69448e-05 1.06280e-05 139 8.16505e-05 8.16318e-05 8.16795e-05
25.08 5.50441e-05 1.34266e-05 90 8.16778e-05 8.16482e-05 8.17269e-05
30.10 7.99212e-05 1.18409e-05 166 8.17053e-05 8.16681e-05 8.17716e-05
36.12 7.50060e-05 1.05404e-05 171 8.17520e-05 8.17003e-05 8.18326e-05
43.34 6.40269e-05 8.65653e-06 220 8.18109e-05 8.17396e-05 8.19405e-05
52.01 7.06785e-05 7.41813e-06 320 8.19110e-05 8.18056e-05 8.20895e-05
62.41 8.23286e-05 9.56093e-06 243 8.20224e-05 8.18716e-05 8.22733e-05
74.90 7.42701e-05 7.18576e-06 367 8.21652e-05 8.19578e-05 8.24951e-05
89.87 8.63135e-05 6.90164e-06 446 8.23725e-05 8.20790e-05 8.28320e-05
107.85 8.24273e-05 6.59458e-06 472 8.26492e-05 8.22171e-05 8.33029e-05
129.42 8.84864e-05 5.88479e-06 634 8.30121e-05 8.24126e-05 8.39474e-05
155.30 9.53091e-05 5.88778e-06 675 8.34982e-05 8.26593e-05 8.48404e-05
186.36 9.31545e-05 5.26576e-06 831 8.40983e-05 8.29394e-05 8.60522e-05
223.64 1.03059e-04 5.15200e-06 958 8.49262e-05 8.33092e-05 8.77618e-05
268.36 9.84545e-05 4.62871e-06 1161 8.59534e-05 8.36165e-05 9.01166e-05
322.04 1.08017e-04 4.44399e-06 1370 8.73257e-05 8.41039e-05 9.32462e-05
386.44 1.11992e-04 4.31443e-06 1546 8.90250e-05 8.46858e-05 9.77795e-05
463.73 1.02496e-04 3.88742e-06 1749 9.12163e-05 8.52992e-05 1.04358e-04
556.48 9.35744e-05 3.52046e-06 2010 9.40197e-05 8.59652e-05 1.12858e-04
667.77 9.63247e-05 3.48608e-06 2163 9.72636e-05 8.64877e-05 1.25326e-04
801.33 1.05063e-04 3.59241e-06 2313 1.01186e-04 8.68839e-05 1.41249e-04
961.59 1.12785e-04 3.87465e-06 2355 1.05549e-04 8.72728e-05 1.64415e-04
1153.91 1.09961e-04 4.28201e-06 2236 1.12021e-04 8.79394e-05 1.95304e-04
1384.70 1.57443e-04 6.72167e-06 1819 1.22857e-04 8.74352e-05 2.40622e-04
1661.63 1.68206e-04 1.08590e-05 902 1.36067e-04 8.75297e-05 2.89019e-04
