# simulations contain red noise only, the white noise is added as a constant
# white noise level: 3.4954421736e-05
# model DDM(tau = 1d) = 1.84e-10
#_tau D_DM sig(D_DM) n_pair sim sim_low sim_up
7.00 3.86503e-05 9.60231e-06 48 3.49593e-05 3.49581e-05 3.49610e-05
8.40 2.48727e-05 6.14450e-06 55 3.49612e-05 3.49595e-05 3.49634e-05
10.08 2.64049e-05 1.89903e-05 7 3.49635e-05 3.49592e-05 3.49707e-05
12.10 2.78929e-05 7.30679e-06 51 3.49677e-05 3.49645e-05 3.49723e-05
14.52 5.18775e-05 8.09814e-06 82 3.49710e-05 3.49669e-05 3.49772e-05
17.42 3.23002e-05 7.13545e-06 51 3.49770e-05 3.49712e-05 3.49865e-05
20.90 2.31330e-05 4.58461e-06 107 3.49857e-05 3.49771e-05 3.49980e-05
25.08 2.98257e-05 6.94855e-06 71 3.49961e-05 3.49840e-05 3.50137e-05
30.10 3.38628e-05 4.86257e-06 135 3.50081e-05 3.49925e-05 3.50316e-05
36.12 3.36252e-05 4.61073e-06 152 3.50275e-05 3.50051e-05 3.50616e-05
43.34 3.72288e-05 4.62501e-06 177 3.50534e-05 3.50227e-05 3.51022e-05
52.01 3.43805e-05 3.54267e-06 259 3.50914e-05 3.50461e-05 3.51656e-05
62.41 3.29822e-05 3.79260e-06 206 3.51377e-05 3.50716e-05 3.52439e-05
74.90 3.31982e-05 3.12323e-06 322 3.51959e-05 3.51047e-05 3.53450e-05
89.87 3.96462e-05 3.19663e-06 364 3.52790e-05 3.51474e-05 3.54990e-05
107.85 3.85325e-05 3.05728e-06 398 3.53850e-05 3.52082e-05 3.56996e-05
129.42 3.96931e-05 2.73206e-06 527 3.55354e-05 3.52809e-05 3.59830e-05
155.30 4.48636e-05 2.76026e-06 579 3.57283e-05 3.53700e-05 3.63743e-05
186.36 4.38494e-05 2.55438e-06 677 3.59617e-05 3.54688e-05 3.69171e-05
223.64 4.84224e-05 2.47990e-06 783 3.62829e-05 3.55926e-05 3.76224e-05
268.36 4.02393e-05 2.08415e-06 891 3.67158e-05 3.57485e-05 3.86875e-05
322.04 3.61601e-05 1.79243e-06 1028 3.72743e-05 3.58926e-05 4.00542e-05
386.44 3.43670e-05 1.63547e-06 1188 3.79607e-05 3.61296e-05 4.18873e-05
463.73 4.24403e-05 1.73183e-06 1387 3.88505e-05 3.64229e-05 4.44405e-05
556.48 4.93968e-05 1.78653e-06 1620 4.00512e-05 3.67237e-05 4.80787e-05
667.77 4.44339e-05 1.66597e-06 1766 4.12559e-05 3.70130e-05 5.30313e-05
801.33 4.83102e-05 1.74080e-06 1864 4.29526e-05 3.72387e-05 5.94595e-05
961.59 5.18812e-05 1.89895e-06 1856 4.49417e-05 3.74463e-05 6.86717e-05
1153.91 4.65741e-05 2.02960e-06 1424 4.74356e-05 3.77233e-05 8.09047e-05
1384.70 5.35302e-05 2.66414e-06 873 4.99969e-05 3.75862e-05 9.76564e-05
1661.63 7.69377e-05 4.14807e-06 757 5.32988e-05 3.71923e-05 1.17763e-04
1993.96 9.75159e-05 1.34503e-05 130 5.74539e-05 3.70454e-05 1.37668e-04
