# simulations contain red noise only, the white noise is added as a constant
# white noise level: 7.2035485577e-05
# model DDM(tau = 1d) = 7.12e-09
#_tau D_DM sig(D_DM) n_pair sim sim_low sim_up
7.00 8.67171e-05 1.49269e-05 41 7.22214e-05 7.21710e-05 7.23010e-05
8.40 5.61881e-05 8.56224e-06 48 7.22856e-05 7.22266e-05 7.23709e-05
10.08 3.88350e-05 4.91491e-05 3 7.23681e-05 7.21453e-05 7.27327e-05
12.10 4.25201e-05 7.33579e-06 37 7.25688e-05 7.24207e-05 7.27795e-05
14.52 9.30783e-05 1.00536e-05 82 7.26804e-05 7.25154e-05 7.29632e-05
17.42 3.33098e-05 9.01804e-06 16 7.29031e-05 7.25959e-05 7.33694e-05
20.90 6.64889e-05 6.77825e-06 107 7.32404e-05 7.29078e-05 7.37811e-05
25.08 7.70685e-05 1.03623e-05 49 7.37521e-05 7.32407e-05 7.45623e-05
30.10 5.16010e-05 6.16713e-06 87 7.40662e-05 7.34425e-05 7.50824e-05
36.12 7.35775e-05 6.29644e-06 111 7.48561e-05 7.40028e-05 7.63925e-05
43.34 6.87993e-05 6.09799e-06 124 7.58574e-05 7.46021e-05 7.79056e-05
52.01 9.63700e-05 6.02694e-06 190 7.72656e-05 7.54996e-05 8.05825e-05
62.41 9.76218e-05 7.15794e-06 130 7.90692e-05 7.65381e-05 8.37625e-05
74.90 1.10365e-04 6.34072e-06 196 8.13893e-05 7.77921e-05 8.74843e-05
89.87 1.14682e-04 5.56727e-06 257 8.45832e-05 7.95938e-05 9.34212e-05
107.85 1.23161e-04 5.19084e-06 300 8.85440e-05 8.18743e-05 1.00940e-04
129.42 1.24794e-04 4.56553e-06 404 9.46702e-05 8.48550e-05 1.12763e-04
155.30 1.57102e-04 5.24947e-06 401 1.02253e-04 8.87668e-05 1.27180e-04
186.36 1.91712e-04 5.54821e-06 482 1.12661e-04 9.33071e-05 1.45655e-04
223.64 1.51715e-04 4.27935e-06 573 1.25293e-04 9.82259e-05 1.73178e-04
268.36 1.41644e-04 3.69811e-06 673 1.41077e-04 1.04057e-04 2.11782e-04
322.04 1.18373e-04 3.09775e-06 812 1.64776e-04 1.11618e-04 2.60737e-04
386.44 1.26518e-04 3.04974e-06 922 1.92808e-04 1.18978e-04 3.35271e-04
463.73 2.25347e-04 3.96832e-06 1057 2.29313e-04 1.29162e-04 4.30893e-04
556.48 3.24091e-04 4.74152e-06 1189 2.76111e-04 1.39896e-04 5.56056e-04
667.77 2.95141e-04 4.10790e-06 1354 3.37321e-04 1.47022e-04 7.51919e-04
801.33 3.65601e-04 4.71531e-06 1426 4.09340e-04 1.59099e-04 9.76911e-04
961.59 5.79591e-04 6.71837e-06 1321 4.86874e-04 1.62511e-04 1.29588e-03
1153.91 8.69960e-04 1.02056e-05 1153 5.46118e-04 1.60949e-04 1.76756e-03
1384.70 1.65789e-03 1.82435e-05 1005 6.96823e-04 1.58511e-04 2.31064e-03
1661.63 2.19789e-03 3.74221e-05 427 9.03857e-04 1.67236e-04 3.11259e-03
