# simulations contain red noise only, the white noise is added as a constant
# white noise level: 5.9185607485e-06
# model DDM(tau = 1d) = 1.00e-10
#_tau D_DM sig(D_DM) n_pair sim sim_low sim_up
7.00 8.41776e-06 2.29327e-06 45 5.91856e-06 5.91856e-06 6.15134e-06
8.40 4.40691e-06 1.33347e-06 56 5.91856e-06 5.91856e-06 6.23197e-06
10.08 5.22121e-06 3.45334e-06 14 5.91856e-06 5.91856e-06 6.29955e-06
12.10 5.54742e-06 1.40870e-06 62 5.91856e-06 5.91856e-06 6.53931e-06
14.52 6.52692e-06 1.31177e-06 91 5.91856e-06 5.91856e-06 6.69283e-06
17.42 8.92237e-06 2.16802e-06 47 5.91856e-06 5.91856e-06 6.94290e-06
20.90 6.19833e-06 1.12321e-06 118 5.91856e-06 5.91856e-06 7.36435e-06
25.08 7.88920e-06 1.43138e-06 88 5.91856e-06 5.91856e-06 7.81942e-06
30.10 9.87162e-06 1.30803e-06 141 5.91856e-06 5.91856e-06 8.42978e-06
36.12 9.35121e-06 1.21178e-06 154 5.91856e-06 5.91856e-06 9.21670e-06
43.34 1.07673e-05 1.16835e-06 196 5.91856e-06 5.91856e-06 1.05152e-05
52.01 1.06338e-05 9.34785e-07 287 5.91856e-06 5.91856e-06 1.20555e-05
62.41 1.28410e-05 1.21685e-06 207 5.91856e-06 5.91856e-06 1.40418e-05
74.90 1.47204e-05 1.02428e-06 341 5.91856e-06 5.91856e-06 1.62509e-05
89.87 1.90015e-05 1.05444e-06 416 5.91856e-06 5.91856e-06 2.00154e-05
107.85 2.39513e-05 1.12592e-06 452 5.91856e-06 5.91856e-06 2.42188e-05
129.42 3.17766e-05 1.12811e-06 603 5.91856e-06 5.91856e-06 2.99533e-05
155.30 3.97283e-05 1.19585e-06 677 5.91856e-06 5.91856e-06 3.78985e-05
186.36 5.25474e-05 1.28333e-06 795 5.91856e-06 5.91856e-06 4.70806e-05
223.64 7.08868e-05 1.36925e-06 920 5.91856e-06 5.91856e-06 5.88185e-05
268.36 9.86432e-05 1.47713e-06 1095 5.91856e-06 5.91856e-06 6.99837e-05
322.04 1.29620e-04 1.58544e-06 1250 5.91856e-06 5.91856e-06 8.61559e-05
386.44 1.86680e-04 1.78192e-06 1463 5.91856e-06 5.91856e-06 1.07526e-04
463.73 2.52721e-04 1.99013e-06 1624 5.91856e-06 5.91856e-06 1.25723e-04
556.48 3.24571e-04 2.08608e-06 1880 5.91856e-06 5.91856e-06 1.40990e-04
667.77 4.67684e-04 2.47203e-06 1999 5.91856e-06 5.91856e-06 1.80638e-04
801.33 6.23323e-04 2.78049e-06 2181 5.91856e-06 5.91856e-06 2.20532e-04
961.59 8.09921e-04 3.34433e-06 2156 5.91856e-06 5.91856e-06 2.28704e-04
1153.91 1.02938e-03 4.25209e-06 1999 5.91856e-06 5.91856e-06 2.40148e-04
1384.70 1.06970e-03 5.41860e-06 1633 5.91856e-06 5.91856e-06 3.32294e-04
1661.63 8.56475e-04 7.71145e-06 747 5.91856e-06 5.91856e-06 3.44083e-04
