# simulations contain red noise only, the white noise is added as a constant
# white noise level: 1.3443604087e-05
# model DDM(tau = 1d) = 2.03e-10
#_tau D_DM sig(D_DM) n_pair sim sim_low sim_up
7.00 1.02523e-05 1.51024e-06 87 1.34490e-05 1.34478e-05 1.34510e-05
8.40 1.76113e-05 1.96591e-06 76 1.34508e-05 1.34492e-05 1.34530e-05
10.08 8.09791e-06 2.87203e-06 13 1.34536e-05 1.34495e-05 1.34597e-05
12.10 9.27810e-06 1.33251e-06 77 1.34585e-05 1.34550e-05 1.34639e-05
14.52 1.44960e-05 1.40356e-06 133 1.34619e-05 1.34575e-05 1.34690e-05
17.42 9.41173e-06 1.57136e-06 60 1.34683e-05 1.34617e-05 1.34787e-05
20.90 1.37329e-05 1.10807e-06 191 1.34780e-05 1.34691e-05 1.34920e-05
25.08 1.32636e-05 1.61630e-06 95 1.34915e-05 1.34791e-05 1.35101e-05
30.10 1.63223e-05 1.20837e-06 194 1.35028e-05 1.34873e-05 1.35274e-05
36.12 1.62766e-05 1.13953e-06 221 1.35246e-05 1.35015e-05 1.35617e-05
43.34 1.39485e-05 9.79097e-07 246 1.35512e-05 1.35191e-05 1.36030e-05
52.01 1.31792e-05 7.47119e-07 416 1.35944e-05 1.35455e-05 1.36733e-05
62.41 1.49372e-05 9.50173e-07 294 1.36442e-05 1.35787e-05 1.37564e-05
74.90 1.62040e-05 7.94156e-07 462 1.37035e-05 1.36155e-05 1.38599e-05
89.87 1.43629e-05 6.86793e-07 553 1.37968e-05 1.36708e-05 1.40340e-05
107.85 1.45164e-05 6.73646e-07 579 1.39142e-05 1.37360e-05 1.42545e-05
129.42 1.69234e-05 6.19974e-07 764 1.40666e-05 1.38150e-05 1.45643e-05
155.30 1.65002e-05 6.12075e-07 813 1.42783e-05 1.39313e-05 1.49923e-05
186.36 1.67792e-05 5.51910e-07 1003 1.45580e-05 1.40740e-05 1.55711e-05
223.64 1.78125e-05 5.52471e-07 1107 1.49248e-05 1.42334e-05 1.63100e-05
268.36 1.69435e-05 4.93054e-07 1344 1.54043e-05 1.44384e-05 1.72930e-05
322.04 1.56065e-05 4.31109e-07 1549 1.59796e-05 1.46175e-05 1.87377e-05
386.44 1.64869e-05 4.06237e-07 1728 1.67474e-05 1.48739e-05 2.07266e-05
463.73 1.72650e-05 4.05176e-07 1929 1.76771e-05 1.50914e-05 2.35554e-05
556.48 2.04705e-05 4.25078e-07 2228 1.89076e-05 1.54053e-05 2.74410e-05
667.77 2.35549e-05 4.52605e-07 2465 2.03328e-05 1.57599e-05 3.19588e-05
801.33 2.58674e-05 4.34140e-07 2721 2.22845e-05 1.59681e-05 3.86324e-05
961.59 2.88219e-05 4.65691e-07 2630 2.41537e-05 1.59974e-05 4.79184e-05
1153.91 4.42268e-05 5.56332e-07 2618 2.69353e-05 1.57719e-05 6.00870e-05
1384.70 4.78559e-05 5.89245e-07 2550 3.06855e-05 1.59517e-05 7.80427e-05
1661.63 4.79178e-05 8.71781e-07 1237 3.66676e-05 1.65286e-05 9.81150e-05
