# simulations contain red noise only, the white noise is added as a constant
# white noise level: 2.3142819670e-05
# model DDM(tau = 1d) = 3.73e-10
#_tau D_DM sig(D_DM) n_pair sim sim_low sim_up
7.00 2.01829e-05 3.81620e-06 56 2.31524e-05 2.31501e-05 2.31557e-05
8.40 1.97625e-05 3.85473e-06 55 2.31559e-05 2.31527e-05 2.31604e-05
10.08 2.96783e-05 1.16728e-05 10 2.31612e-05 2.31539e-05 2.31722e-05
12.10 1.96885e-05 4.03244e-06 51 2.31699e-05 2.31629e-05 2.31793e-05
14.52 2.44581e-05 3.23801e-06 96 2.31760e-05 2.31672e-05 2.31887e-05
17.42 2.82847e-05 5.50817e-06 43 2.31880e-05 2.31749e-05 2.32069e-05
20.90 2.26427e-05 2.83590e-06 120 2.32052e-05 2.31885e-05 2.32301e-05
25.08 1.99080e-05 3.14006e-06 81 2.32286e-05 2.32069e-05 2.32659e-05
30.10 2.28138e-05 2.88078e-06 119 2.32508e-05 2.32200e-05 2.32996e-05
36.12 2.34687e-05 2.52744e-06 152 2.32896e-05 2.32484e-05 2.33569e-05
43.34 2.09028e-05 2.23167e-06 179 2.33422e-05 2.32811e-05 2.34355e-05
52.01 2.43439e-05 1.92100e-06 275 2.34167e-05 2.33297e-05 2.35723e-05
62.41 2.51100e-05 2.25756e-06 210 2.35141e-05 2.33889e-05 2.37322e-05
74.90 2.23569e-05 1.66749e-06 322 2.36305e-05 2.34554e-05 2.39338e-05
89.87 2.54043e-05 1.63639e-06 385 2.38064e-05 2.35509e-05 2.42541e-05
107.85 2.41491e-05 1.54945e-06 423 2.40371e-05 2.36669e-05 2.46572e-05
129.42 2.48506e-05 1.35073e-06 549 2.43460e-05 2.38112e-05 2.52369e-05
155.30 2.52618e-05 1.29598e-06 605 2.47589e-05 2.39833e-05 2.60463e-05
186.36 2.81531e-05 1.27224e-06 730 2.52900e-05 2.42353e-05 2.71082e-05
223.64 2.58697e-05 1.09477e-06 863 2.59813e-05 2.44972e-05 2.84910e-05
268.36 2.96599e-05 1.10858e-06 999 2.68064e-05 2.48028e-05 3.03548e-05
322.04 3.15680e-05 1.03228e-06 1199 2.79543e-05 2.52237e-05 3.29913e-05
386.44 3.26199e-05 9.94195e-07 1360 2.93953e-05 2.56511e-05 3.66899e-05
463.73 3.41288e-05 9.66468e-07 1510 3.12016e-05 2.60492e-05 4.18129e-05
556.48 3.84326e-05 9.74318e-07 1711 3.36338e-05 2.65270e-05 4.88991e-05
667.77 4.16429e-05 9.82526e-07 1880 3.63535e-05 2.70444e-05 5.88594e-05
801.33 4.80102e-05 1.05890e-06 1976 4.05197e-05 2.74373e-05 7.25401e-05
961.59 5.47446e-05 1.17747e-06 1943 4.47274e-05 2.76351e-05 9.09644e-05
1153.91 6.78710e-05 1.48553e-06 1737 4.85164e-05 2.77392e-05 1.19012e-04
1384.70 6.80462e-05 1.83074e-06 1406 5.51104e-05 2.76928e-05 1.55891e-04
1661.63 1.05521e-04 4.11396e-06 577 6.35201e-05 2.75022e-05 1.93324e-04
