# simulations contain red noise only, the white noise is added as a constant
# white noise level: 3.2230234729e-06
# model DDM(tau = 1d) = 1.91e-10
#_tau D_DM sig(D_DM) n_pair sim sim_low sim_up
7.00 5.23649e-06 9.07683e-07 79 3.22836e-06 3.22717e-06 3.23023e-06
8.40 1.47211e-06 2.13504e-06 3 3.22848e-06 3.22505e-06 3.23544e-06
10.08 1.63009e-07 3.35821e-07 4 3.23193e-06 3.22663e-06 3.24137e-06
12.10 7.44343e-07 1.93020e-06 3 3.23603e-06 3.22794e-06 3.25219e-06
14.52 8.00994e-06 1.17135e-06 77 3.24045e-06 3.23593e-06 3.24807e-06
17.42 1.93679e-06 1.25449e-06 6 3.24394e-06 3.23284e-06 3.26641e-06
20.90 6.39976e-06 1.06333e-06 72 3.25655e-06 3.24706e-06 3.27337e-06
25.08 7.95978e-07 8.03143e-07 8 3.25757e-06 3.23854e-06 3.30533e-06
30.10 5.95305e-06 1.02998e-06 72 3.27753e-06 3.26021e-06 3.31019e-06
36.12 3.79578e-06 8.01813e-07 76 3.30137e-06 3.27531e-06 3.34829e-06
43.34 5.39820e-06 9.60517e-07 76 3.32680e-06 3.29063e-06 3.39401e-06
52.01 7.71404e-06 8.23635e-07 143 3.37089e-06 3.31549e-06 3.47567e-06
62.41 4.20987e-06 8.41665e-07 79 3.41936e-06 3.34042e-06 3.57755e-06
74.90 6.74634e-06 7.43142e-07 150 3.47613e-06 3.37013e-06 3.68427e-06
89.87 5.67991e-06 6.16459e-07 194 3.57182e-06 3.41384e-06 3.87261e-06
107.85 5.84552e-06 6.57207e-07 162 3.68197e-06 3.46219e-06 4.13778e-06
129.42 5.97114e-06 5.24428e-07 249 3.83547e-06 3.53178e-06 4.47727e-06
155.30 5.73483e-06 5.03539e-07 262 4.03435e-06 3.62159e-06 4.97958e-06
186.36 4.94148e-06 4.48948e-07 297 4.26290e-06 3.69138e-06 5.72533e-06
223.64 6.52281e-06 4.87193e-07 324 4.57059e-06 3.81078e-06 6.59969e-06
268.36 4.37000e-06 3.60960e-07 400 4.97100e-06 3.95007e-06 7.95775e-06
322.04 5.62539e-06 3.68431e-07 473 5.57104e-06 4.09646e-06 9.72920e-06
386.44 6.39017e-06 3.92905e-07 527 6.37344e-06 4.28322e-06 1.21988e-05
463.73 6.58566e-06 3.76998e-07 576 7.24472e-06 4.48731e-06 1.55627e-05
556.48 8.63462e-06 4.22635e-07 594 8.42525e-06 4.56659e-06 2.01217e-05
667.77 8.51068e-06 4.40684e-07 571 9.89518e-06 4.74624e-06 2.57980e-05
801.33 9.77799e-06 5.29287e-07 474 1.15749e-05 4.83441e-06 3.48265e-05
961.59 1.03463e-05 6.75617e-07 325 1.37838e-05 4.62831e-06 4.67554e-05
1153.91 1.17830e-05 7.65967e-07 275 1.60274e-05 4.67216e-06 5.97670e-05
