# simulations contain red noise only, the white noise is added as a constant
# white noise level: 1.2867506012e-06
# model DDM(tau = 1d) = 1.39e-11
#_tau D_DM sig(D_DM) n_pair sim sim_low sim_up
7.00 1.89984e-06 4.02092e-07 72 1.28714e-06 1.28705e-06 1.28728e-06
8.40 1.77631e-06 2.01328e-06 2 1.28713e-06 1.28684e-06 1.28765e-06
10.08 4.00117e-08 2.31604e-07 1 1.28719e-06 1.28679e-06 1.28849e-06
12.10 6.36155e-07 1.42931e-06 3 1.28771e-06 1.28708e-06 1.28892e-06
14.52 1.41624e-06 3.88533e-07 69 1.28800e-06 1.28766e-06 1.28857e-06
17.42 3.93857e-07 7.32082e-07 3 1.28800e-06 1.28710e-06 1.29059e-06
20.90 2.26619e-06 4.89382e-07 67 1.28920e-06 1.28841e-06 1.29039e-06
25.08 1.11218e-06 9.12902e-07 6 1.28972e-06 1.28793e-06 1.29318e-06
30.10 1.91477e-06 4.45565e-07 66 1.29067e-06 1.28934e-06 1.29291e-06
36.12 1.59542e-06 3.72494e-07 74 1.29242e-06 1.29040e-06 1.29557e-06
43.34 2.07961e-06 4.33129e-07 75 1.29427e-06 1.29153e-06 1.29897e-06
52.01 2.04527e-06 3.34807e-07 142 1.29739e-06 1.29315e-06 1.30495e-06
62.41 1.68840e-06 4.03309e-07 75 1.30104e-06 1.29526e-06 1.31125e-06
74.90 1.60243e-06 2.85230e-07 140 1.30473e-06 1.29731e-06 1.31929e-06
89.87 1.77353e-06 2.68731e-07 186 1.31186e-06 1.30058e-06 1.33337e-06
107.85 1.97527e-06 3.10850e-07 150 1.31996e-06 1.30432e-06 1.35218e-06
129.42 1.77383e-06 2.29390e-07 239 1.33132e-06 1.30936e-06 1.37560e-06
155.30 1.72638e-06 2.21430e-07 236 1.34652e-06 1.31570e-06 1.41213e-06
186.36 1.88232e-06 2.19767e-07 281 1.36582e-06 1.32122e-06 1.46321e-06
223.64 1.88773e-06 2.10036e-07 308 1.39192e-06 1.32899e-06 1.52748e-06
268.36 1.85146e-06 1.82253e-07 402 1.42509e-06 1.33798e-06 1.60964e-06
322.04 1.65036e-06 1.51567e-07 493 1.46981e-06 1.34887e-06 1.73282e-06
386.44 1.59581e-06 1.51334e-07 517 1.52596e-06 1.35991e-06 1.91686e-06
463.73 1.78979e-06 1.51612e-07 549 1.59565e-06 1.37561e-06 2.16459e-06
556.48 1.77028e-06 1.44439e-07 574 1.67924e-06 1.38621e-06 2.47802e-06
667.77 1.67120e-06 1.43660e-07 571 1.78971e-06 1.39629e-06 2.87790e-06
801.33 1.82991e-06 1.57804e-07 479 1.90615e-06 1.40867e-06 3.43063e-06
961.59 1.90621e-06 1.92583e-07 327 2.09363e-06 1.39395e-06 4.36324e-06
1153.91 1.55306e-06 1.87960e-07 218 2.29478e-06 1.38601e-06 5.22693e-06
