# simulations contain red noise only, the white noise is added as a constant
# white noise level: 1.6259197115e-07
# model DDM(tau = 1d) = 8.41e-11
#_tau D_DM sig(D_DM) n_pair sim sim_low sim_up
7.00 6.66639e-08 2.47393e-08 47 1.64984e-07 1.64327e-07 1.65951e-07
8.40 1.80306e-07 1.45077e-07 3 1.64934e-07 1.63405e-07 1.68098e-07
12.10 1.57005e-07 1.51209e-07 6 1.68563e-07 1.65575e-07 1.73879e-07
14.52 1.63504e-07 4.03292e-08 49 1.70339e-07 1.68020e-07 1.74151e-07
17.42 3.27657e-07 6.74933e-07 1 1.67730e-07 1.63110e-07 1.83692e-07
20.90 1.34994e-07 3.55721e-08 49 1.77282e-07 1.72291e-07 1.86030e-07
25.08 1.76372e-07 1.73315e-07 5 1.80862e-07 1.70808e-07 2.02073e-07
30.10 2.71535e-07 5.52653e-08 47 1.86467e-07 1.78189e-07 2.01572e-07
36.12 2.99604e-07 5.34116e-08 48 1.96263e-07 1.83045e-07 2.20821e-07
43.34 1.59272e-07 3.93523e-08 50 2.07720e-07 1.90495e-07 2.41510e-07
52.01 2.48282e-07 3.85416e-08 88 2.27142e-07 2.00207e-07 2.79959e-07
62.41 2.63872e-07 4.97848e-08 51 2.47934e-07 2.10823e-07 3.20940e-07
74.90 2.37560e-07 3.52937e-08 93 2.72723e-07 2.22845e-07 3.75876e-07
89.87 2.06430e-07 3.05034e-08 119 3.12056e-07 2.39875e-07 4.65421e-07
107.85 2.98450e-07 3.60064e-08 121 3.59626e-07 2.62390e-07 5.74812e-07
129.42 3.52225e-07 3.31345e-08 170 4.25209e-07 2.87185e-07 7.41580e-07
155.30 5.00536e-07 4.18992e-08 159 5.12978e-07 3.16109e-07 9.58116e-07
186.36 6.57111e-07 4.39801e-08 187 6.18532e-07 3.42087e-07 1.24564e-06
223.64 9.40273e-07 5.06955e-08 212 7.71463e-07 3.89221e-07 1.71032e-06
268.36 1.39544e-06 5.57370e-08 259 9.52984e-07 4.24296e-07 2.30739e-06
322.04 1.65771e-06 5.38905e-08 305 1.18385e-06 4.66718e-07 3.15262e-06
386.44 1.96266e-06 5.67979e-08 314 1.48519e-06 5.32863e-07 4.35058e-06
463.73 3.02662e-06 7.42133e-08 289 1.80053e-06 5.51845e-07 5.98210e-06
556.48 5.12047e-06 1.03650e-07 259 2.13283e-06 5.76505e-07 8.22798e-06
667.77 7.27234e-06 1.16361e-07 236 2.64304e-06 5.32262e-07 1.08876e-05
801.33 6.51526e-06 1.30068e-07 135 3.56322e-06 5.24877e-07 1.36267e-05
