# simulations contain red noise only, the white noise is added as a constant
# white noise level: 4.9687477298e-04
# model DDM(tau = 1d) = 1.23e-09
#_tau D_DM sig(D_DM) n_pair sim sim_low sim_up
7.00 6.74020e-04 1.19714e-04 75 4.96910e-04 4.96902e-04 4.96923e-04
8.40 7.08610e-04 7.66655e-04 5 4.96915e-04 4.96892e-04 4.96953e-04
10.08 2.47899e-04 6.74370e-04 2 4.96920e-04 4.96887e-04 4.97012e-04
12.10 6.94153e-05 2.23714e-04 3 4.96952e-04 4.96900e-04 4.97074e-04
14.52 4.56345e-04 1.00037e-04 75 4.96989e-04 4.96958e-04 4.97040e-04
17.42 5.24904e-04 5.45816e-04 6 4.97014e-04 4.96931e-04 4.97177e-04
20.90 4.50538e-04 9.83041e-05 75 4.97093e-04 4.97030e-04 4.97207e-04
25.08 9.12334e-04 6.08368e-04 9 4.97129e-04 4.96991e-04 4.97401e-04
30.10 5.32182e-04 1.14717e-04 73 4.97230e-04 4.97113e-04 4.97433e-04
36.12 5.91829e-04 1.18921e-04 75 4.97382e-04 4.97205e-04 4.97693e-04
43.34 6.39961e-04 1.19968e-04 78 4.97543e-04 4.97303e-04 4.97975e-04
52.01 5.50183e-04 8.31302e-05 141 4.97823e-04 4.97456e-04 4.98480e-04
62.41 5.44357e-04 1.15146e-04 77 4.98139e-04 4.97638e-04 4.99053e-04
74.90 5.60263e-04 8.53620e-05 138 4.98493e-04 4.97802e-04 4.99776e-04
89.87 5.86140e-04 7.81520e-05 166 4.99043e-04 4.98060e-04 5.00921e-04
107.85 6.45611e-04 8.32125e-05 156 4.99685e-04 4.98363e-04 5.02555e-04
129.42 5.98324e-04 6.78922e-05 227 5.00658e-04 4.98719e-04 5.04613e-04
155.30 5.21651e-04 6.25954e-05 228 5.01914e-04 4.99134e-04 5.07619e-04
186.36 5.34342e-04 6.00666e-05 267 5.03525e-04 4.99556e-04 5.11529e-04
223.64 5.15449e-04 5.84937e-05 279 5.05479e-04 5.00138e-04 5.17203e-04
268.36 5.34109e-04 5.51642e-05 339 5.07992e-04 5.01198e-04 5.24272e-04
322.04 4.81913e-04 4.58619e-05 424 5.11508e-04 5.02339e-04 5.34364e-04
386.44 5.58284e-04 4.48793e-05 474 5.15606e-04 5.03429e-04 5.48264e-04
463.73 5.83750e-04 4.48150e-05 505 5.20621e-04 5.04621e-04 5.68185e-04
556.48 5.48615e-04 4.05060e-05 516 5.26679e-04 5.05434e-04 5.93108e-04
667.77 5.35895e-04 4.53291e-05 446 5.35390e-04 5.06048e-04 6.28410e-04
801.33 5.57464e-04 6.56512e-05 271 5.42420e-04 5.06108e-04 6.73618e-04
961.59 6.13520e-04 6.65651e-05 296 5.57665e-04 5.03260e-04 7.40685e-04
1153.91 5.13454e-04 8.11167e-05 136 5.70254e-04 5.04521e-04 7.95145e-04
