# simulations contain red noise only, the white noise is added as a constant
# white noise level: 1.4189294844e-05
# model DDM(tau = 1d) = 1.18e-10
#_tau D_DM sig(D_DM) n_pair sim sim_low sim_up
7.00 1.82083e-05 4.40402e-06 58 1.41926e-05 1.41918e-05 1.41938e-05
8.40 1.64971e-05 1.26969e-05 4 1.41931e-05 1.41910e-05 1.41964e-05
10.08 5.35284e-06 1.42405e-05 1 1.41928e-05 1.41896e-05 1.42047e-05
12.10 6.21666e-06 2.74279e-05 1 1.41938e-05 1.41897e-05 1.42090e-05
14.52 1.43144e-05 3.71157e-06 59 1.42003e-05 1.41971e-05 1.42045e-05
17.42 1.31483e-05 1.20836e-05 5 1.42023e-05 1.41945e-05 1.42185e-05
20.90 1.18164e-05 3.70013e-06 51 1.42104e-05 1.42041e-05 1.42209e-05
25.08 1.70002e-05 1.26394e-05 6 1.42123e-05 1.41990e-05 1.42407e-05
30.10 1.33633e-05 3.89942e-06 53 1.42237e-05 1.42125e-05 1.42420e-05
36.12 2.07517e-05 4.48828e-06 59 1.42372e-05 1.42225e-05 1.42642e-05
43.34 1.87063e-05 4.03509e-06 63 1.42541e-05 1.42322e-05 1.42927e-05
52.01 1.55315e-05 2.81398e-06 116 1.42807e-05 1.42471e-05 1.43401e-05
62.41 1.78680e-05 4.19225e-06 61 1.43119e-05 1.42633e-05 1.43999e-05
74.90 1.45431e-05 2.75133e-06 116 1.43477e-05 1.42823e-05 1.44620e-05
89.87 1.92946e-05 2.86759e-06 152 1.44043e-05 1.43120e-05 1.45796e-05
107.85 1.62487e-05 2.84299e-06 124 1.44725e-05 1.43379e-05 1.47278e-05
129.42 1.47108e-05 2.12001e-06 207 1.45680e-05 1.43787e-05 1.49130e-05
155.30 1.42703e-05 2.18509e-06 207 1.46989e-05 1.44350e-05 1.52315e-05
186.36 1.39922e-05 1.93929e-06 246 1.48580e-05 1.44926e-05 1.56134e-05
223.64 1.82480e-05 2.12858e-06 267 1.50557e-05 1.45601e-05 1.61024e-05
268.36 1.69508e-05 1.87110e-06 322 1.52865e-05 1.46414e-05 1.68229e-05
322.04 1.84506e-05 1.79389e-06 396 1.56328e-05 1.47349e-05 1.78423e-05
386.44 1.61977e-05 1.48802e-06 437 1.60518e-05 1.48562e-05 1.93050e-05
463.73 1.63955e-05 1.46365e-06 461 1.65448e-05 1.49239e-05 2.11533e-05
556.48 1.70849e-05 1.47280e-06 479 1.70661e-05 1.50525e-05 2.35884e-05
667.77 1.88357e-05 1.53050e-06 476 1.77233e-05 1.51704e-05 2.73607e-05
801.33 2.18432e-05 1.95039e-06 375 1.85916e-05 1.51301e-05 3.20293e-05
961.59 2.49868e-05 2.51646e-06 287 1.97831e-05 1.50013e-05 3.78175e-05
1153.91 2.38334e-05 2.67294e-06 163 2.10938e-05 1.48840e-05 4.56193e-05
