# simulations contain red noise only, the white noise is added as a constant
# white noise level: 1.3781475068e-04
# model DDM(tau = 1d) = 5.01e-10
#_tau D_DM sig(D_DM) n_pair sim sim_low sim_up
7.00 1.50500e-04 4.36333e-05 58 1.37829e-04 1.37826e-04 1.37834e-04
8.40 1.35184e-04 2.30916e-04 2 1.37828e-04 1.37818e-04 1.37849e-04
10.08 1.11939e-04 1.48117e-04 2 1.37833e-04 1.37819e-04 1.37869e-04
14.52 1.61288e-04 4.73984e-05 56 1.37860e-04 1.37848e-04 1.37880e-04
17.42 6.22213e-05 8.38460e-05 4 1.37859e-04 1.37829e-04 1.37949e-04
20.90 1.80003e-04 5.01176e-05 53 1.37903e-04 1.37875e-04 1.37951e-04
25.08 3.87737e-05 5.82862e-05 6 1.37891e-04 1.37838e-04 1.38048e-04
30.10 1.66241e-04 4.85167e-05 56 1.37959e-04 1.37910e-04 1.38037e-04
36.12 1.33350e-04 4.21133e-05 59 1.38021e-04 1.37949e-04 1.38134e-04
43.34 1.56202e-04 4.74678e-05 57 1.38092e-04 1.37990e-04 1.38256e-04
52.01 1.53843e-04 3.49647e-05 105 1.38201e-04 1.38048e-04 1.38479e-04
62.41 1.55464e-04 4.66647e-05 58 1.38331e-04 1.38113e-04 1.38713e-04
74.90 1.61832e-04 3.53606e-05 111 1.38487e-04 1.38193e-04 1.38995e-04
89.87 1.62385e-04 3.09839e-05 139 1.38738e-04 1.38299e-04 1.39491e-04
107.85 1.44950e-04 3.28787e-05 116 1.39030e-04 1.38402e-04 1.40153e-04
129.42 1.89163e-04 2.92284e-05 177 1.39417e-04 1.38561e-04 1.41039e-04
155.30 1.45680e-04 2.77520e-05 169 1.39958e-04 1.38707e-04 1.42386e-04
186.36 1.45502e-04 2.52078e-05 206 1.40571e-04 1.38915e-04 1.44219e-04
223.64 1.66615e-04 2.64446e-05 214 1.41394e-04 1.39127e-04 1.46756e-04
268.36 1.45855e-04 2.22609e-05 257 1.42469e-04 1.39476e-04 1.49720e-04
322.04 1.58649e-04 2.28720e-05 302 1.44349e-04 1.40054e-04 1.54582e-04
386.44 1.83992e-04 2.39953e-05 340 1.46292e-04 1.40536e-04 1.62156e-04
463.73 1.89774e-04 2.23825e-05 378 1.48697e-04 1.40950e-04 1.70734e-04
556.48 2.01905e-04 2.28987e-05 392 1.52059e-04 1.41570e-04 1.82931e-04
667.77 1.59410e-04 2.13615e-05 337 1.56282e-04 1.42089e-04 1.98820e-04
801.33 1.41964e-04 2.67792e-05 210 1.61088e-04 1.43046e-04 2.21383e-04
961.59 1.64047e-04 2.83540e-05 172 1.68336e-04 1.41625e-04 2.54712e-04
1153.91 1.29372e-04 2.59473e-05 150 1.75954e-04 1.41816e-04 2.91285e-04
