# simulations contain red noise only, the white noise is added as a constant
# white noise level: 2.0716596918e-08
# model DDM(tau = 1d) = 3.82e-13
#_tau D_DM sig(D_DM) n_pair sim sim_low sim_up
7.00 2.32944e-08 4.42113e-09 81 2.07278e-08 2.07254e-08 2.07323e-08
8.40 1.23251e-08 1.74192e-08 4 2.07282e-08 2.07215e-08 2.07400e-08
10.08 1.61275e-08 2.19034e-08 1 2.07265e-08 2.07176e-08 2.07601e-08
12.10 9.85368e-09 1.94511e-08 2 2.07363e-08 2.07206e-08 2.07814e-08
14.52 2.37946e-08 4.47402e-09 80 2.07526e-08 2.07430e-08 2.07695e-08
17.42 2.44535e-08 1.72734e-08 3 2.07504e-08 2.07256e-08 2.08159e-08
20.90 2.57750e-08 4.89211e-09 74 2.07850e-08 2.07658e-08 2.08227e-08
25.08 1.57892e-08 1.35398e-08 4 2.07863e-08 2.07409e-08 2.09048e-08
30.10 2.36039e-08 4.64957e-09 80 2.08280e-08 2.07932e-08 2.08937e-08
36.12 2.16204e-08 4.50149e-09 80 2.08735e-08 2.08228e-08 2.09751e-08
43.34 2.85402e-08 4.82741e-09 83 2.09271e-08 2.08553e-08 2.10659e-08
52.01 2.25903e-08 3.18438e-09 153 2.10154e-08 2.09037e-08 2.12434e-08
62.41 1.78917e-08 3.97101e-09 78 2.11053e-08 2.09531e-08 2.14460e-08
74.90 2.42141e-08 3.20194e-09 161 2.12180e-08 2.10215e-08 2.16552e-08
89.87 2.24388e-08 2.66321e-09 209 2.14075e-08 2.11119e-08 2.20577e-08
107.85 2.90505e-08 3.45972e-09 170 2.16188e-08 2.12156e-08 2.25963e-08
129.42 2.51154e-08 2.48320e-09 277 2.19115e-08 2.13504e-08 2.32631e-08
155.30 2.44329e-08 2.39607e-09 278 2.23221e-08 2.15327e-08 2.43131e-08
186.36 2.54792e-08 2.29521e-09 330 2.28082e-08 2.17133e-08 2.56971e-08
223.64 2.43625e-08 2.13913e-09 357 2.33868e-08 2.19622e-08 2.74303e-08
268.36 2.68879e-08 2.03354e-09 436 2.41455e-08 2.22273e-08 2.99171e-08
322.04 2.62256e-08 1.79027e-09 546 2.51846e-08 2.25643e-08 3.34843e-08
386.44 2.65104e-08 1.75704e-09 598 2.63975e-08 2.28847e-08 3.85360e-08
463.73 2.72625e-08 1.75417e-09 618 2.77111e-08 2.32299e-08 4.55772e-08
556.48 3.23772e-08 1.82290e-09 656 2.96329e-08 2.34823e-08 5.41706e-08
667.77 3.79147e-08 2.05340e-09 640 3.19998e-08 2.35841e-08 6.60185e-08
801.33 4.14227e-08 2.31021e-09 568 3.48282e-08 2.36009e-08 8.17552e-08
961.59 5.55074e-08 3.52620e-09 350 3.89553e-08 2.35743e-08 1.06368e-07
1153.91 7.16588e-08 5.30606e-09 222 4.62224e-08 2.32232e-08 1.34790e-07
