#_MJD RANGE DM DMunc nToA chisq
56531.8163006955 1.47754e-06 79.416927563434631485 0.00404461044381122879 7 0.2049 
56539.8354764518 1.45879e-06 79.40664609567576137 0.00576453051288649924 8 0.8399 
56541.7843561548 1.48398e-06 79.414380608425957156 0.00529044959412347873 8 0.2706 
56543.7756132477 1.48954e-06 79.407927663812772553 0.00439336191715985602 8 0.4827 
56565.7159300662 1.48e-06 79.413393539657558214 0.00569217948509996487 9 1.0648 
#56581.6871640044 1.37108e-06 79.405417919090784791 0.00824312770871239373 7 0.8300 
#56607.6183695230 1.34559e-06 79.411241347926250174 0.00933398169533445829 7 0.6556 
#56615.5857784973 1.25355e-06 79.401933859612191552 0.00794193934468282077 9 0.6866 
56725.3458783645 1.27912e-06 79.399007317777229253 0.00490351474913346217 10 1.0966 
56732.3735983279 1.35866e-06 79.408812044908030407 0.00423609171732119028 10 0.4134 
56739.3110151042 1.36619e-06 79.400442905635785121 0.00471704690348984188 9 1.0530 
56740.3173341794 1.27114e-06 79.409205716446470268 0.00410344816889914206 10 0.4310 
56746.2699731328 1.31252e-06 79.412216409202036685 0.00486890883557092487 10 1.1900 
56753.2874688873 1.10351e-06 79.407154111291691517 0.00456343119283865884 8 0.5668 
56754.2639574862 1.26487e-06 79.407300504625785792 0.00335702861183991876 10 0.2163 
#56760.1982987314 1.23269e-06 79.407139038830277605 0.00479470627887219631 10 0.9082 
56761.2291634679 1.4914e-06 79.412528554599487868 0.00572450009059343422 9 0.9273 
#56768.2479299997 1.31343e-06 79.403683821117224298 0.00740687960676876186 9 1.2487 
56768.3013773644 1.32435e-06 79.406374934109477941 0.00611448854585490247 7 0.5206 
56775.2142018959 0.0142068 79.415598793936691913 0.00370104314639381309 17 0.8131 
56781.1986509317 1.47302e-06 79.410223351885038418 0.00416611573537292897 10 0.6766 
56788.1735863137 1.37633e-06 79.39912993562215808 0.00318165676653564544 10 0.5024 
56789.1846463527 1.51766e-06 79.404378989390454135 0.00364488071189464271 9 0.2399 
56795.0583052752 1.20124e-06 79.407754176155126789 0.00394192293251407339 10 0.8552 
56802.1431663614 1.31343e-06 79.406922017912087992 0.00431976580628318750 9 0.7509 
56803.1451171728 1.53826e-06 79.414937188850403128 0.00290731746359365476 9 0.2522 
56829.0104805442 1.53652e-06 79.411917011512695316 0.00187844951454970224 10 0.3516 
56843.9910619575 1.33624e-06 79.405451775779764774 0.00324518817818081817 10 1.1035 
56849.9020385005 1.18844e-06 79.412426689574962577 0.00219992717831084478 10 0.7485 
56856.9315157096 1.22343e-06 79.41349551305020521 0.00317193298750141021 10 1.5672 
56865.9696479582 1.4385e-06 79.414090138289299706 0.00279906673207494516 10 0.7896 
56872.9339453978 1.1999e-06 79.412051914007879667 0.00260920393178313897 10 0.6891 
56879.9106372306 1.24029e-06 79.409853049037804326 0.00238013150574206949 10 0.7678 
56892.8409927449 1.18443e-06 79.403180345963052078 0.00250013472571257445 10 0.8488 
56899.7797185400 1.28806e-06 79.407529588833416931 0.00247467029653913526 10 0.6429 
56906.8093293518 1.23583e-06 79.413063794750015943 0.00190588325819908790 10 0.3086 
56921.7356116145 1.27361e-06 79.406962577443299292 0.00382302758916375522 10 1.3744 
56933.6548967780 1.2572e-06 79.407135679696519523 0.00198549349000012344 10 0.3053 
56940.6450981833 1.18518e-06 79.409255339894830074 0.00345478871358389714 10 0.9536 
56949.7052067291 1.28291e-06 79.412159927278983367 0.00381015028577444664 10 1.5388 
56956.6006697319 1.23552e-06 79.405443369685659347 0.00224578528065466935 10 0.4621 
56975.5931567779 1.07195e-06 79.412048705364949239 0.00234154617311054100 10 0.5927 
56983.5382477111 1.3204e-06 79.407490914467815338 0.00344961792968380161 10 1.1643 
56987.6355332853 1.32823e-06 79.411677960833861864 0.00343870635203613910 10 0.8507 
57018.4854379634 1.16706e-06 79.406809337787166672 0.00222597430980096345 9 0.3559 
57026.4405017363 1.3823e-06 79.407920371854635935 0.00271026593925923322 10 0.7314 
57028.3782864162 1.23007e-06 79.403781522927240462 0.00370770873447338412 9 0.5826 
57076.3396005168 1.29974e-06 79.407581447558046969 0.00373646083612608421 9 1.2095 
57082.2609346642 1.31867e-06 79.413313854220936763 0.00354587115290755329 10 1.0705 
57088.2650692259 1.24781e-06 79.408880668070594269 0.00241505770883883655 10 0.6304 
57095.2776155505 1.31871e-06 79.413262294254051407 0.00268890285708039706 10 0.7095 
57103.2303416192 1.4376e-06 79.410199884136437355 0.00140597568340756801 10 0.2914 
57109.2019447479 1.37747e-06 79.415288871446062559 0.00313134005037170619 10 0.8689 
57124.1477063667 1.44525e-06 79.413677352698639846 0.00225073862913054579 10 0.9847 
57131.1456020503 1.48038e-06 79.414086641583373674 0.00162022858826873432 10 0.5040 
57137.1094224689 1.33751e-06 79.409124802146843165 0.00217695074611209613 10 1.1507 
57152.1120629931 1.58508e-06 79.410564452946621715 0.00231227383540014630 10 0.8888 
57159.0823146656 1.26948e-06 79.414389660182110098 0.00216033226105967003 10 0.8866 
57165.0553314694 1.23149e-06 79.413411395188723094 0.00107317556742847031 10 0.2641 
57174.0485106433 1.27886e-06 79.413994358884567593 0.00213109994283367746 10 0.7156 
