#_MJD RANGE DM DMunc nToA chisq
56525.2961033540 1.86898e-05 50.874870657408274167 0.00162475280825954190 10 0.5024 
56531.2768560007 1.86949e-05 50.878488435239030925 0.00085678823442833637 10 0.1511 
56539.2596595646 1.87008e-05 50.879425635297080989 0.00282638239944547768 10 1.0649 
56540.2568580613 1.86984e-05 50.8770879020412179 0.00095578139293284496 10 0.2323 
56542.2499103992 1.8711e-05 50.875434180836368217 0.00181505269608141424 10 0.7092 
56569.2079391828 1.87168e-05 50.877240669025875414 0.00089660620540769236 10 0.1874 
56582.1298302996 1.87204e-05 50.877586739834824287 0.00083370335785747172 10 0.1558 
56608.0574665205 1.87105e-05 50.873394920290242689 0.00163541198105937135 10 0.4450 
56615.0596535532 1.87221e-05 50.878186500305459743 0.00189716247212093976 10 0.5482 
56672.9167878695 1.86643e-05 50.876539621066268232 0.00134361247935148027 10 0.1855 
56686.8659874180 1.87433e-05 50.874167949825390752 0.00411438245269748256 10 0.8303 
56693.8154249538 1.87293e-05 50.882275630384484137 0.00349081954019943861 9 0.4315 
56700.8247854702 1.87168e-05 50.874433572980664986 0.00235077333116766535 10 0.4676 
56714.8282304150 1.87328e-05 50.881816245388694506 0.00118221195877842803 10 0.2856 
56724.7735949226 1.86569e-05 50.878795011353103249 0.00084208148821498380 10 0.1483 
56725.7504175489 0.0193336 50.873552198935994062 0.00328035048951408770 20 2.9532 
56731.7986723211 1.86927e-05 50.878973313941893718 0.00113082627812817168 10 0.2509 
56732.7358030072 1.87576e-05 50.878110905942988337 0.00228796416029694930 10 0.4897 
56732.7978015117 1.8749e-05 50.880486651187121987 0.00235997685978649131 10 0.7501 
56738.7351278680 0.000408871 50.880140619054910159 0.00151755982387592530 20 0.8067 
56739.7386347247 1.87536e-05 50.875894710264626425 0.00172891026532531137 10 0.4620 
56745.6952428767 1.86716e-05 50.874117176182489741 0.00170148429527859570 10 0.4620 
56746.7094125658 1.87038e-05 50.877646125896506122 0.00202038934164726304 10 0.2742 
56752.7123473861 1.86589e-05 50.875478534312532617 0.00252767239205097536 10 0.7071 
56753.6991773622 0.0179028 50.872082353987097537 0.00528813166267388165 20 2.9183 
56759.6212915327 1.86938e-05 50.879228184241149156 0.00215566424673208079 10 0.6598 
56760.6585814603 0.00801772 50.875667895264800843 0.00207327864795997605 20 0.7960 
56767.6562910741 0.0153229 50.877459180205709732 0.00148605503418218032 20 0.3975 
56774.6254884684 1.87794e-05 50.863368504604825848 0.01219785468254127626 8 0.9896 
56780.6249295564 1.86669e-05 50.882585897359421404 0.00242830435983415298 10 0.5422 
56781.6283797469 0.0008208 50.880942072383094188 0.00151097947407874021 20 0.5175 
56787.5978737376 1.86431e-05 50.877595136906543612 0.00311303206947588550 10 1.1917 
56788.5863574482 0.023408 50.877372362240109213 0.00138044504207018902 20 0.3195 
56795.3527543330 1.87481e-05 50.871263485074151238 0.00476390390912117320 10 0.5058 
56801.5653168018 1.86751e-05 50.874695446620868098 0.00261540534997173682 10 0.4688 
56802.4925009155 1.86833e-05 50.869880958253157099 0.00605506462477012428 10 0.9595 
56802.5668940512 1.87505e-05 50.877818537011047124 0.00208668962727926637 10 0.2555 
56809.4659982767 0.00769205 50.875456281435768351 0.00380873063754762773 20 1.0728 
56829.4547957323 1.87062e-05 50.881646479160588498 0.00316583976902707004 10 0.4637 
56830.4491311659 1.87083e-05 50.882672060742466874 0.00827464538725348163 7 0.2908 
56836.4666530907 1.87553e-05 50.878896122562693265 0.00379640475584625253 10 0.5664 
56837.4914089633 1.86882e-05 50.882865522815678302 0.01307155180715970609 9 1.1436 
56843.4173297667 0.00489556 50.875931745107478309 0.00280875725467962098 18 0.7636 
56851.4289924550 1.87166e-05 50.873553493212862291 0.00260760666407379611 10 0.3805 
56858.4547885686 1.87276e-05 50.8777523158064117 0.00201507340576128268 10 0.5175 
56865.3632164338 1.87235e-05 50.878893526544692827 0.00105986246727211332 10 0.1932 
56865.4137607339 1.86727e-05 50.880789452481782149 0.00536013518453942218 9 0.6632 
56873.3438423856 1.86916e-05 50.879437512836496817 0.00131638924199835913 10 0.2335 
56878.3569425851 1.86845e-05 50.886218692399495179 0.00351488237974474215 9 0.4098 
56893.2816267249 1.87358e-05 50.872818392623629962 0.00140104974251225038 10 0.5161 
56894.3373928504 1.86667e-05 50.881748696677314921 0.00251199072911111607 10 0.4035 
56899.2559993219 1.87124e-05 50.873413760919957816 0.00301675351450132355 9 0.4922 
56906.2312386805 1.87209e-05 50.87221956742197574 0.00143592762130289047 10 0.3479 
56907.2478131887 1.87009e-05 50.869875193969904405 0.00272439267894940924 9 0.3765 
56913.2411859082 1.86948e-05 50.882043234795544064 0.00261158376303378958 10 0.4282 
56915.1749812707 1.87429e-05 50.877763907391999366 0.00142200064814701249 10 0.4771 
56922.1721810615 1.87477e-05 50.878138484489609038 0.00145247650106079015 10 0.3277 
56928.1424973862 1.87313e-05 50.88021509266578828 0.00158526987069151871 10 0.5202 
56935.1051739156 1.87143e-05 50.876618867614291378 0.00129443320536379476 10 0.2845 
56936.0796627324 1.87511e-05 50.87635075537186613 0.00133612489344249897 10 0.3428 
56942.1591235618 1.87193e-05 50.877328238058187725 0.00115823787284477292 10 0.2214 
56948.1092190257 1.87318e-05 50.875363667573360933 0.00106893771167931948 10 0.1414 
56956.0827837121 1.8806e-05 50.876431938603536371 0.00221578088506000368 10 0.4443 
56965.0884575938 1.87197e-05 50.874162898103585675 0.00152447419491535019 10 0.3991 
56969.0711923685 0.0154942 50.879585051526514731 0.00267000139555308375 20 2.0891 
56977.0265415037 1.87506e-05 50.872192778524359981 0.00126825054143453442 10 0.3030 
56977.0839791255 1.87157e-05 50.875598097987296077 0.00190047431288314222 10 0.6827 
56983.0235798219 1.8724e-05 50.880369407502607365 0.00059317960018220298 10 0.0779 
56987.0193832663 1.87044e-05 50.87937538397201763 0.00128895650759893420 10 0.3049 
56991.0307759604 1.87074e-05 50.872665932456997855 0.00164400752807117995 10 0.3783 
56992.0510226434 1.87494e-05 50.874657159113755082 0.00196316673691368558 10 0.8588 
56998.0082412075 1.87114e-05 50.878153472895245889 0.00200936549357074411 10 0.6606 
56998.9749619733 1.87471e-05 50.874791795431699663 0.00117610176057407262 10 0.3117 
57004.9701844285 1.87305e-05 50.877237567919146706 0.00203676598460701295 10 0.8428 
57005.9972619442 1.87275e-05 50.878240599365823882 0.00234534966944091854 10 0.6560 
57019.9516894953 1.87087e-05 50.875924892932438765 0.00193726962491290802 10 0.6664 
57024.9229447561 0.0166878 50.877526364776600516 0.00128078779022588606 20 0.7180 
57033.8777057246 1.8756e-05 50.877343947345482683 0.00075958576146268686 10 0.0981 
57038.8986472754 1.87165e-05 50.87907632055494879 0.00190331778688356120 10 0.5150 
57039.8533822371 1.87459e-05 50.874726932739313668 0.00128271144245701782 10 0.3685 
57046.8269493640 1.87495e-05 50.87525919886759181 0.00105262096863682894 10 0.2510 
57053.8569848159 1.8749e-05 50.877883684130181901 0.00126095674957547562 10 0.3895 
57054.8309880200 1.87334e-05 50.876855175362041109 0.00135653285525906466 10 0.4604 
57059.7931918474 1.87609e-05 50.876823016639669325 0.00077782451200259601 10 0.1694 
57061.8214614648 1.87449e-05 50.873658943640158711 0.00211176912296868373 10 1.0044 
57067.7011369198 1.87483e-05 50.88330730645688901 0.00347614488469017921 10 0.3245 
57068.8096409313 1.87348e-05 50.879072768376828732 0.00130008621851639985 10 0.3937 
57074.7624895845 1.87436e-05 50.876770686092368114 0.00143889997901023377 10 0.5042 
57075.7805597537 1.87593e-05 50.878058371565553393 0.00104778544968517242 10 0.3466 
57087.7183158645 1.87458e-05 50.876950941884648325 0.00086359624857870732 10 0.1908 
57088.7611472263 1.87619e-05 50.872371697953945483 0.00126789874205578091 10 0.3649 
57096.7421305489 1.87346e-05 50.879561420705873766 0.00113073588402680522 10 0.2324 
57103.7223349020 1.87633e-05 50.880066169880153366 0.00075445878880216113 10 0.1089 
57108.6930877206 1.87624e-05 50.879115679675682233 0.00103914795184819795 10 0.2480 
57117.6641822292 1.87529e-05 50.881675293469812219 0.00078196880427419614 10 0.1613 
57118.6534190090 1.87492e-05 50.880903651225488551 0.00126119661746143703 10 0.3286 
57124.6493918678 1.87625e-05 50.881658039761406501 0.00100946824607422688 10 0.2031 
57130.5970811242 1.87584e-05 50.878083107071727015 0.00082204760189690787 10 0.1299 
57137.5989439887 1.87643e-05 50.877989110890990361 0.00169146816549037076 10 0.5173 
57152.5753100859 1.87605e-05 50.875777315024775085 0.00180967352516903058 10 0.6169 
57157.5499952441 1.87581e-05 50.879016894414296382 0.00151688374166998423 10 0.3670 
57161.5686656629 1.87536e-05 50.876157079745037464 0.00198455419183895393 10 0.5183 
57166.5334427835 1.87653e-05 50.878190970603211229 0.00138160193300788697 10 0.3091 
57172.4791589669 1.87581e-05 50.877414233676693484 0.00248587166786683189 10 1.0921 
57179.4512612494 1.87582e-05 50.880399293248601642 0.00184880613899927990 10 0.5888 
57185.4897550788 1.87572e-05 50.890754417926510021 0.00578231659287201018 10 0.8212 
57194.4472203741 1.87846e-05 50.880750832377603314 0.00484701135511793075 5 0.0952 
57201.4227551640 1.87508e-05 50.877406075619922211 0.00216088511430058503 10 0.7423 
57207.4623640518 1.87639e-05 50.883413598872172263 0.00155628747377339546 10 0.3969 
57230.3063679164 1.87614e-05 50.879639334140604159 0.00075835775786239901 10 0.1441 
57237.3192538176 1.8748e-05 50.874552004433413001 0.00080911757904782871 10 0.1345 
57243.3358654376 1.87651e-05 50.877839096703714971 0.00113193382111502765 10 0.2186 
57256.2773299975 1.87673e-05 50.880849362110433753 0.00172395681736500403 10 0.6308 
57263.2606619832 1.87722e-05 50.8794677508305698 0.00145012013934469057 10 0.4482 
57270.2381179246 1.87616e-05 50.879809219009193347 0.00095854348887199558 10 0.2325 
57278.2334326221 1.87585e-05 50.878114936779061113 0.00054248718690182672 10 0.0699 
57292.1799427734 1.87519e-05 50.878455523625376485 0.00175226587535929636 10 0.7405 
57319.0962061476 1.87568e-05 50.87795210896775518 0.00099782423184333491 10 0.2821 
57326.0935771671 1.87506e-05 50.877888864020606317 0.00179618328260591742 10 0.6533 
57334.0811766149 1.87548e-05 50.876437288879232928 0.00129405041457519160 10 0.3851 
57340.0499661877 1.87591e-05 50.878797963500509774 0.00078876785618267880 10 0.1353 
57347.0215255204 1.87658e-05 50.877376107404488265 0.00081945557354425622 10 0.1796 
57354.0219465195 1.87638e-05 50.877244264141408634 0.00066478114067198657 10 0.0963 
57360.9445915765 1.87668e-05 50.881018746673325533 0.00091898979259907301 10 0.1834 
57368.9934070589 1.87602e-05 50.87858614787750932 0.00114650155520644448 10 0.2805 
57375.9744112524 1.8752e-05 50.877572927702111018 0.00213364662737595794 10 0.7469 
57382.9379866644 1.87563e-05 50.877086501615465607 0.00238101727398994491 10 1.2840 
57387.9133642371 1.87606e-05 50.878993431636297815 0.00108589648076982091 10 0.2744 
57395.8915869990 1.87645e-05 50.879361713821309354 0.00125897495210969029 10 0.3988 
57404.8849952767 1.87663e-05 50.879206327400541589 0.00074472515592413082 10 0.1623 
57409.8604160046 1.87536e-05 50.878748325385787794 0.00086692923864061715 10 0.2032 
57425.8478927286 1.87494e-05 50.881531246332834133 0.00165988555611833134 10 0.6598 
57432.8173378609 1.87632e-05 50.879943795412552347 0.00122260978726396359 10 0.2925 
57444.7622872573 1.87617e-05 50.877175594266494042 0.00155543933136535620 10 0.4211 
57453.7958882212 1.87624e-05 50.882582110856014766 0.00148274896135959663 10 0.3573 
57459.7555925626 1.87483e-05 50.881644913761793419 0.00133147354808710859 10 0.3524 
57466.6826469373 1.87484e-05 50.876560119855308167 0.00185487998676743429 10 0.5738 
57475.7598631657 1.87624e-05 50.876733367764373328 0.00154516975666595178 10 0.4378 
57480.7161657665 1.87356e-05 50.882101317201524862 0.00096516604484917152 10 0.1529 
57486.6603451533 1.87676e-05 50.881277277944982576 0.00144253883605952298 10 0.3254 
57494.6326405969 1.87641e-05 50.875596511354001187 0.00153042057211639007 10 0.3464 
57502.6189658254 1.87657e-05 50.880489155152129142 0.00189048261182584451 10 0.5687 
57507.6033330734 1.87629e-05 50.8764843327897156 0.00172209702052893631 10 0.4141 
57514.5815172290 1.87624e-05 50.876933096154110706 0.00174166449292344726 10 0.5284 
57523.5594402890 1.87589e-05 50.879878030332205751 0.00137996621540759047 10 0.2466 
57528.5485213467 1.87612e-05 50.880235362685053181 0.00213537333874959422 10 0.6972 
57536.5327923434 1.87549e-05 50.876917794688896933 0.00339353951945183972 10 0.8170 
57543.4954601213 1.87636e-05 50.878220434305848535 0.00202447604780519024 10 0.4781 
57549.5223928808 1.87602e-05 50.878319004728305777 0.00428200034839524169 10 0.9070 
57556.4635393337 1.87543e-05 50.879013724599503807 0.00344035961034527263 10 0.8900 
57572.4263517716 1.8756e-05 50.87511555390230282 0.00250405563660893987 10 0.3286 
57592.3274808978 1.87586e-05 50.873004384187848745 0.00268829890522381690 10 0.6801 
57601.2869492795 1.87549e-05 50.889006037902936773 0.00267662266782434446 10 0.2939 
57607.3078623007 1.87501e-05 50.87881088687562698 0.00115488001120705032 10 0.1522 
57615.2984110661 1.87474e-05 50.879121808460376467 0.00143893740670483273 10 0.3432 
57621.2564360284 1.87404e-05 50.877807535422158454 0.00127676480950273037 10 0.1639 
57628.2713283154 1.87877e-05 50.876683151888847632 0.00129928636219595116 10 0.1704 
