#_MJD RANGE DM DMunc nToA chisq
57600.7254391288 3.50508e-06 18.375240165954840509 0.00058190957375448416 10 4.4860 
57606.7229193812 3.5005e-06 18.376006733256797128 0.00043951906329530122 10 3.7611 
57614.6768931709 3.51666e-06 18.375919169873645485 0.00039429350602468552 10 2.2234 
57620.6899341441 3.51231e-06 18.375771890693729911 0.00045944018731270265 10 2.0761 
57626.7140280376 3.49906e-06 18.375306948886348829 0.00034373211307536940 10 2.2141 
57633.6847201608 3.51352e-06 18.375648469684349008 0.00050240502130856227 10 4.6833 
57679.5171142279 3.51409e-06 18.374643722364801843 0.00054919973828289174 10 2.7759 
57697.4525632084 2.63538e-06 18.375199867821451961 0.00027495976541670053 9 1.7889 
