# simulations contain red noise only, the white noise is added as a constant
# white noise level: 1.8515887819e-06
# model DDM(tau = 1d) = 9.25e-11
#_tau D_DM sig(D_DM) n_pair sim sim_low sim_up
7.00 1.62498e-06 1.80785e-07 138 1.85417e-06 1.85367e-06 1.85498e-06
8.40 1.22832e-06 9.19778e-07 5 1.85481e-06 1.85300e-06 1.85738e-06
10.08 2.44318e-06 9.91273e-07 7 1.85619e-06 1.85399e-06 1.86011e-06
12.10 6.97908e-07 7.58704e-07 5 1.85727e-06 1.85404e-06 1.86427e-06
14.52 1.72366e-06 1.88093e-07 139 1.85988e-06 1.85800e-06 1.86299e-06
17.42 1.51983e-06 7.06916e-07 9 1.86254e-06 1.85721e-06 1.87157e-06
20.90 1.60023e-06 1.85403e-07 139 1.86776e-06 1.86378e-06 1.87455e-06
25.08 1.58025e-06 5.51146e-07 15 1.87194e-06 1.86316e-06 1.88763e-06
30.10 1.80505e-06 1.85764e-07 147 1.87790e-06 1.87100e-06 1.88984e-06
36.12 1.92957e-06 1.97923e-07 143 1.88917e-06 1.87853e-06 1.90843e-06
43.34 1.88336e-06 1.90576e-07 151 1.90204e-06 1.88684e-06 1.92921e-06
52.01 2.31154e-06 1.58518e-07 283 1.92315e-06 1.89964e-06 1.96646e-06
62.41 2.46529e-06 2.16929e-07 160 1.94641e-06 1.91426e-06 2.00793e-06
74.90 2.16118e-06 1.49700e-07 294 1.97342e-06 1.93039e-06 2.05762e-06
89.87 2.44598e-06 1.39604e-07 395 2.02106e-06 1.95629e-06 2.14961e-06
107.85 2.99276e-06 1.69315e-07 322 2.06973e-06 1.98706e-06 2.25208e-06
129.42 3.20913e-06 1.36229e-07 533 2.14463e-06 2.02445e-06 2.41101e-06
155.30 2.99804e-06 1.29225e-07 545 2.24754e-06 2.07926e-06 2.63194e-06
186.36 3.63383e-06 1.30541e-07 653 2.37144e-06 2.14037e-06 2.94505e-06
223.64 3.45358e-06 1.25618e-07 723 2.53532e-06 2.21443e-06 3.32297e-06
268.36 3.45485e-06 1.11690e-07 887 2.74368e-06 2.28031e-06 3.83966e-06
322.04 3.14180e-06 9.44320e-08 1096 3.00751e-06 2.37713e-06 4.59573e-06
386.44 2.75928e-06 8.52043e-08 1213 3.32650e-06 2.51245e-06 5.75084e-06
463.73 3.20910e-06 8.69703e-08 1358 3.75775e-06 2.62961e-06 7.32904e-06
556.48 4.72227e-06 9.87737e-08 1554 4.35622e-06 2.77195e-06 9.52170e-06
667.77 5.59990e-06 1.07577e-07 1640 5.09343e-06 2.92088e-06 1.24272e-05
801.33 5.79623e-06 1.08019e-07 1716 5.92416e-06 3.01086e-06 1.65494e-05
961.59 8.94453e-06 1.34486e-07 1688 6.86917e-06 2.96588e-06 2.23232e-05
1153.91 1.06739e-05 1.55169e-07 1520 7.90296e-06 3.03854e-06 3.00666e-05
1384.70 1.21181e-05 1.90737e-07 1065 9.85551e-06 2.87771e-06 4.03040e-05
1661.63 1.82879e-05 4.22580e-07 368 1.18750e-05 2.97409e-06 4.81478e-05
