# simulations contain red noise only, the white noise is added as a constant
# white noise level: 6.3800916379e-05
# model DDM(tau = 1d) = 6.80e-10
#_tau D_DM sig(D_DM) n_pair sim sim_low sim_up
7.00 6.25938e-05 1.02614e-05 132 6.38198e-05 6.38159e-05 6.38250e-05
8.40 3.53736e-05 3.34544e-05 6 6.38260e-05 6.38138e-05 6.38449e-05
10.08 4.03957e-05 3.85844e-05 6 6.38349e-05 6.38180e-05 6.38622e-05
12.10 8.29707e-05 5.07911e-05 6 6.38491e-05 6.38252e-05 6.38924e-05
14.52 6.36738e-05 9.84929e-06 134 6.38615e-05 6.38476e-05 6.38827e-05
17.42 4.90435e-05 2.21676e-05 15 6.38802e-05 6.38470e-05 6.39355e-05
20.90 6.78956e-05 1.03881e-05 138 6.39192e-05 6.38898e-05 6.39662e-05
25.08 5.25539e-05 2.59319e-05 17 6.39596e-05 6.38968e-05 6.40550e-05
30.10 6.74346e-05 9.85714e-06 145 6.39963e-05 6.39424e-05 6.40801e-05
36.12 7.94212e-05 1.08477e-05 140 6.40764e-05 6.39962e-05 6.42030e-05
43.34 6.79449e-05 9.91219e-06 150 6.41714e-05 6.40627e-05 6.43518e-05
52.01 6.60597e-05 7.42710e-06 270 6.43252e-05 6.41591e-05 6.46075e-05
62.41 6.21421e-05 9.04287e-06 162 6.44957e-05 6.42692e-05 6.48833e-05
74.90 7.00496e-05 7.22400e-06 285 6.46954e-05 6.43885e-05 6.52410e-05
89.87 6.75481e-05 6.10500e-06 381 6.50431e-05 6.45677e-05 6.58539e-05
107.85 6.38879e-05 6.33720e-06 329 6.54223e-05 6.47834e-05 6.65319e-05
129.42 8.03190e-05 5.59325e-06 539 6.59480e-05 6.50634e-05 6.75555e-05
155.30 7.31505e-05 5.31755e-06 547 6.67013e-05 6.54506e-05 6.90062e-05
186.36 7.44969e-05 4.97074e-06 646 6.76450e-05 6.58675e-05 7.09267e-05
223.64 7.39239e-05 4.77972e-06 710 6.88991e-05 6.63652e-05 7.34927e-05
268.36 7.26669e-05 4.19263e-06 888 7.03808e-05 6.70253e-05 7.69170e-05
322.04 8.55217e-05 4.12882e-06 1077 7.24325e-05 6.78338e-05 8.19273e-05
386.44 8.98081e-05 4.06080e-06 1191 7.51607e-05 6.87949e-05 8.87052e-05
463.73 8.97469e-05 3.89180e-06 1330 7.82273e-05 6.98660e-05 9.81755e-05
556.48 9.27567e-05 3.76237e-06 1525 8.19935e-05 7.10398e-05 1.10159e-04
667.77 1.00367e-04 3.75940e-06 1617 8.64441e-05 7.22071e-05 1.28236e-04
801.33 9.00882e-05 3.40976e-06 1703 9.17237e-05 7.23519e-05 1.52753e-04
961.59 9.67776e-05 3.52698e-06 1672 9.92747e-05 7.28391e-05 1.85895e-04
1153.91 1.20122e-04 3.98275e-06 1502 1.08063e-04 7.19038e-05 2.34842e-04
1384.70 1.81191e-04 5.80070e-06 1083 1.22029e-04 7.23280e-05 2.90305e-04
1661.63 2.27550e-04 1.20584e-05 368 1.38276e-04 7.12573e-05 3.60191e-04
