# simulations contain red noise only, the white noise is added as a constant
# white noise level: 9.1838638785e-06
# model DDM(tau = 1d) = 7.63e-09
#_tau D_DM sig(D_DM) n_pair sim sim_low sim_up
7.00 8.58530e-06 1.21818e-06 126 9.39652e-06 9.35495e-06 9.46055e-06
8.40 6.62736e-06 4.53718e-06 8 9.46217e-06 9.34248e-06 9.66679e-06
10.08 1.02120e-05 1.42567e-05 3 9.51777e-06 9.29754e-06 9.98718e-06
12.10 9.62688e-06 5.99016e-06 6 9.68534e-06 9.42239e-06 1.01626e-05
14.52 9.73906e-06 1.28403e-06 132 9.86991e-06 9.71073e-06 1.01132e-05
17.42 1.26453e-05 6.62136e-06 10 1.00828e-05 9.70891e-06 1.07028e-05
20.90 1.04388e-05 1.28618e-06 137 1.05159e-05 1.01640e-05 1.10756e-05
25.08 1.70538e-05 6.85391e-06 11 1.08816e-05 1.00976e-05 1.21890e-05
30.10 1.21681e-05 1.46428e-06 137 1.13292e-05 1.07639e-05 1.22807e-05
36.12 1.54873e-05 1.65580e-06 135 1.22619e-05 1.13467e-05 1.37899e-05
43.34 1.72871e-05 1.76450e-06 142 1.32888e-05 1.20772e-05 1.55789e-05
52.01 1.80992e-05 1.29121e-06 265 1.51120e-05 1.31310e-05 1.85049e-05
62.41 2.39757e-05 2.01712e-06 149 1.70453e-05 1.43001e-05 2.17606e-05
74.90 2.19885e-05 1.38760e-06 272 1.93595e-05 1.57322e-05 2.60544e-05
89.87 2.63502e-05 1.35479e-06 351 2.30770e-05 1.77748e-05 3.28725e-05
107.85 3.57291e-05 1.71022e-06 305 2.72501e-05 1.99709e-05 4.22581e-05
129.42 4.44049e-05 1.49738e-06 504 3.32116e-05 2.31056e-05 5.46598e-05
155.30 5.51710e-05 1.65295e-06 505 4.16836e-05 2.70916e-05 7.31420e-05
186.36 6.02958e-05 1.57486e-06 601 5.21632e-05 3.13285e-05 9.75301e-05
223.64 7.38495e-05 1.65986e-06 669 6.52755e-05 3.67598e-05 1.31050e-04
268.36 9.04110e-05 1.64428e-06 832 8.04929e-05 4.30804e-05 1.78130e-04
322.04 1.12198e-04 1.65869e-06 1009 1.03098e-04 5.13313e-05 2.42483e-04
386.44 1.24593e-04 1.62117e-06 1120 1.32149e-04 6.09668e-05 3.27514e-04
463.73 1.25833e-04 1.53419e-06 1245 1.67690e-04 6.97165e-05 4.46997e-04
556.48 1.37006e-04 1.52923e-06 1384 2.14966e-04 7.75407e-05 6.14887e-04
667.77 1.40950e-04 1.49212e-06 1499 2.69475e-04 8.45459e-05 8.46203e-04
801.33 2.12270e-04 1.83489e-06 1584 3.35306e-04 8.39442e-05 1.15107e-03
961.59 3.07730e-04 2.18072e-06 1601 3.96070e-04 8.74466e-05 1.59134e-03
1153.91 3.69577e-04 2.46814e-06 1482 4.75486e-04 8.40786e-05 2.14843e-03
1384.70 3.54911e-04 3.15284e-06 1009 6.37273e-04 7.96899e-05 2.99975e-03
1661.63 1.40977e-04 2.99832e-06 339 8.16071e-04 8.09561e-05 3.66742e-03
