# simulations contain red noise only, the white noise is added as a constant
# white noise level: 1.0033060727e-07
# model DDM(tau = 1d) = 2.41e-11
#_tau D_DM sig(D_DM) n_pair sim sim_low sim_up
7.00 1.05784e-07 6.35382e-09 118 1.00972e-07 1.00849e-07 1.01178e-07
8.40 8.20352e-08 3.28415e-08 5 1.01106e-07 1.00682e-07 1.01816e-07
10.08 9.17854e-08 3.40178e-08 4 1.01430e-07 1.00784e-07 1.02639e-07
12.10 6.50326e-08 2.50499e-08 4 1.01895e-07 1.00997e-07 1.03698e-07
14.52 1.12200e-07 6.65412e-09 115 1.02442e-07 1.01977e-07 1.03229e-07
17.42 9.30379e-08 3.54563e-08 4 1.02754e-07 1.01129e-07 1.06206e-07
20.90 1.27426e-07 6.88902e-09 121 1.04510e-07 1.03459e-07 1.06310e-07
25.08 1.35195e-07 2.66494e-08 11 1.05730e-07 1.03205e-07 1.10217e-07
30.10 1.47790e-07 7.37780e-09 119 1.07082e-07 1.05276e-07 1.10241e-07
36.12 1.39195e-07 7.24156e-09 119 1.10114e-07 1.07316e-07 1.14812e-07
43.34 1.12676e-07 6.30148e-09 128 1.13543e-07 1.09495e-07 1.20078e-07
52.01 1.57947e-07 5.49333e-09 240 1.19451e-07 1.13145e-07 1.29626e-07
62.41 1.28729e-07 6.88298e-09 128 1.25881e-07 1.17056e-07 1.40075e-07
74.90 1.73765e-07 5.84364e-09 244 1.33195e-07 1.21428e-07 1.52532e-07
89.87 1.87714e-07 5.16922e-09 321 1.45697e-07 1.28230e-07 1.75299e-07
107.85 2.01744e-07 6.33970e-09 253 1.60254e-07 1.36609e-07 2.02269e-07
129.42 2.30934e-07 5.11979e-09 429 1.79076e-07 1.45861e-07 2.39717e-07
155.30 2.53578e-07 5.27752e-09 440 2.08063e-07 1.58978e-07 2.94525e-07
186.36 2.83282e-07 5.09361e-09 524 2.42658e-07 1.73901e-07 3.68164e-07
223.64 3.22051e-07 5.26237e-09 560 2.88146e-07 1.92107e-07 4.64244e-07
268.36 3.79349e-07 5.00740e-09 704 3.46605e-07 2.11916e-07 5.95099e-07
322.04 4.91100e-07 4.89639e-09 924 4.18756e-07 2.38712e-07 7.78260e-07
386.44 6.12557e-07 5.15855e-09 1038 5.19318e-07 2.68321e-07 1.03186e-06
463.73 7.31301e-07 5.62534e-09 1122 6.39005e-07 3.08118e-07 1.38053e-06
556.48 8.26102e-07 5.65058e-09 1259 7.79329e-07 3.38391e-07 1.87261e-06
667.77 1.16640e-06 6.17099e-09 1359 9.62901e-07 3.63339e-07 2.56008e-06
801.33 1.25043e-06 6.40711e-09 1426 1.18726e-06 3.74894e-07 3.46093e-06
961.59 1.22890e-06 6.58235e-09 1399 1.46349e-06 3.97375e-07 4.83396e-06
1153.91 1.16920e-06 6.83420e-09 1310 1.69886e-06 3.99599e-07 6.60655e-06
1384.70 6.79433e-07 5.91008e-09 938 2.26558e-06 4.01713e-07 9.15800e-06
1661.63 3.91736e-07 7.58662e-09 373 2.75397e-06 4.62573e-07 1.13933e-05
