# simulations contain red noise only, the white noise is added as a constant
# white noise level: 9.4415999112e-01
# model DDM(tau = 1d) = 4.13e-08
#_tau D_DM sig(D_DM) n_pair sim sim_low sim_up
7.00 9.76276e-01 1.74986e-01 129 9.44161e-01 9.44161e-01 9.44161e-01
8.40 8.24378e-01 7.90083e-01 6 9.44161e-01 9.44161e-01 9.44162e-01
10.08 3.56942e-01 5.82339e-01 6 9.44162e-01 9.44161e-01 9.44164e-01
12.10 1.31671e+00 1.36703e+00 4 9.44162e-01 9.44161e-01 9.44166e-01
14.52 9.21025e-01 1.65951e-01 133 9.44164e-01 9.44163e-01 9.44165e-01
17.42 1.29929e+00 1.23438e+00 6 9.44165e-01 9.44162e-01 9.44169e-01
20.90 8.07430e-01 1.56199e-01 135 9.44167e-01 9.44165e-01 9.44170e-01
25.08 2.11845e+00 1.04299e+00 13 9.44169e-01 9.44165e-01 9.44176e-01
30.10 9.92408e-01 1.72145e-01 137 9.44172e-01 9.44169e-01 9.44177e-01
36.12 1.02295e+00 1.84199e-01 134 9.44177e-01 9.44172e-01 9.44185e-01
43.34 9.73463e-01 1.73282e-01 139 9.44182e-01 9.44176e-01 9.44193e-01
52.01 9.32470e-01 1.23122e-01 260 9.44192e-01 9.44182e-01 9.44209e-01
62.41 8.96122e-01 1.58919e-01 142 9.44203e-01 9.44188e-01 9.44228e-01
74.90 8.59811e-01 1.11201e-01 266 9.44214e-01 9.44195e-01 9.44249e-01
89.87 8.95555e-01 1.00998e-01 339 9.44235e-01 9.44207e-01 9.44286e-01
107.85 1.03740e+00 1.19943e-01 296 9.44259e-01 9.44219e-01 9.44333e-01
129.42 9.93507e-01 9.24011e-02 474 9.44294e-01 9.44237e-01 9.44399e-01
155.30 8.49358e-01 8.63711e-02 480 9.44347e-01 9.44260e-01 9.44488e-01
186.36 8.81570e-01 7.77355e-02 587 9.44406e-01 9.44283e-01 9.44620e-01
223.64 8.85138e-01 7.56423e-02 653 9.44481e-01 9.44314e-01 9.44785e-01
268.36 9.36939e-01 6.97465e-02 811 9.44588e-01 9.44348e-01 9.44998e-01
322.04 9.31382e-01 6.30453e-02 969 9.44720e-01 9.44398e-01 9.45306e-01
386.44 9.04754e-01 5.95981e-02 1069 9.44900e-01 9.44451e-01 9.45743e-01
463.73 9.29834e-01 5.75119e-02 1201 9.45099e-01 9.44516e-01 9.46334e-01
556.48 9.37387e-01 5.36530e-02 1363 9.45393e-01 9.44590e-01 9.47211e-01
667.77 9.59340e-01 5.15035e-02 1517 9.45725e-01 9.44691e-01 9.48332e-01
801.33 9.31456e-01 4.91358e-02 1577 9.46106e-01 9.44713e-01 9.49960e-01
961.59 9.15254e-01 4.96775e-02 1537 9.46580e-01 9.44724e-01 9.52121e-01
1153.91 9.08522e-01 4.98031e-02 1403 9.47139e-01 9.44699e-01 9.55516e-01
1384.70 9.63316e-01 5.84025e-02 1049 9.48220e-01 9.44688e-01 9.59665e-01
1661.63 1.08388e+00 1.07076e-01 365 9.49001e-01 9.44687e-01 9.63716e-01
